question,options,correct_answer,correct_index,inference,similarity,is_correct,accumulated_accuracy,cycle_time (sec),elapsed_time (sec)
"A 36-year-old woman comes to the physician because of multiple episodes of headache over the past 3 months. The headaches last the entire day and are unilateral and throbbing. During the headaches, she has severe nausea and is unable to work and perform her daily activities. She has noticed that she becomes unusually hungry prior to the onset of headache. She locks herself in a dark room, takes ibuprofen, and avoids going out until the headache subsides. However, over the past month, the headaches have increased to 2–3 times a week and become more intense. She has hypertension treated with amlodipine. Her temperature is 37°C (98.6°F), pulse is 80/min, and blood pressure is 128/76 mm Hg. Physical and neurologic examinations show no abnormalities. Which of the following is the most appropriate therapy for long-term prevention of headaches in this patient?",(A) Fluoxetine (B) Ergotamine (C) Propranolol (D) Sumatriptan,Propranolol,(C),"D. The patient has migraine with aura, which is characterized by",0.066289164,FALSE,31.23713698,8.89,38598.57
"A 24-year-old man presents with a painless genital ulcer for the past 2 weeks. He reports that he recently has been having unprotected sex with multiple partners. Past medical history is unremarkable. On physical examination, a single ulcer is present on the dorsal shaft of the penis which is circumscribed, indurated, and partially healed. There is moderate inguinal lymphadenopathy but no buboes. Which of the following tests would confirm the most likely diagnosis in this patient?",(A) Viral and rickettsial disease research laboratory (VDRL) test (B) Swab the chancre and perform a saline wet mount (C) Fluorescent treponemal antibody absorption (FTA-ABS) test (D) Frei test,Fluorescent treponemal antibody absorption (FTA-ABS) test,(C),The correct answer is B. This patient has an ulcerative lesion on,0.148275763,FALSE,31.22999543,6.94,38605.51
"Background: Aldosterone blockade reduces mortality and morbidity among patients with severe heart failure. Researchers conducted a double-blind, placebo-controlled study evaluating the effect of eplerenone, a selective aldosterone blocker, on morbidity and mortality among patients with acute myocardial infarction complicated by left ventricular dysfunction and heart failure.
Methods: Patients were randomly assigned to eplerenone (25 mg per day initially, titrated to a maximum of 50 mg per day; 3,319 patients) or placebo (3,313 patients) in addition to optimal medical therapy. The study continued until 1,012 deaths occurred. The primary endpoints were death from any cause, death from cardiovascular causes, hospitalization for heart failure, acute myocardial infarction, stroke, or ventricular arrhythmia.
Results: During a mean follow-up of 16 months, there were 478 deaths in the eplerenone group (14.4%) and 554 deaths in the placebo group (16.7%, p = 0.008). Of these deaths, 407 in the eplerenone group and 483 in the placebo group were attributed to cardiovascular causes (relative risk, 0.83; 95 percent confidence interval, 0.72 to 0.94; p = 0.005). The rate of the other primary endpoints, death from cardiovascular causes or hospitalization for cardiovascular events, was reduced by eplerenone (relative risk, 0.87; 95 percent confidence interval, 0.79 to 0.95; p = 0.002), as was the secondary endpoint of death from any cause or any hospitalization (relative risk, 0.92; 95 percent confidence interval, 0.86 to 0.98; p = 0.02). There was also a reduction in the rate of sudden death from cardiac causes (relative risk, 0.79; 95 percent confidence interval, 0.64 to 0.97; p = 0.03). The rate of serious hyperkalemia was 5.5 percent in the eplerenone group and 3.9 percent in the placebo group (p = 0.002), whereas the rate of hypokalemia was 8.4 percent in the eplerenone group and 13.1 percent in the placebo group (p < 0.001).
Which of the following represents the number of patients needed to treat to save one life, based on the primary endpoint?",(A) 1/(0.136 - 0.118) (B) 1/(0.300 - 0.267) (C) 1/(0.167 - 0.144) (D) 1/(0.267 - 0.300),1/(0.167 - 0.144),(C),C ,0.363294542,FALSE,31.22285714,24.17,38629.68
"A 54-year-old woman presents to the emergency ward with a chief complaint of chest pain. The pain is sharp and present in the anterior part of the chest. There is no radiation of the pain; however, the intensity is decreased while sitting and leaning forward. There is no associated shortness of breath. Vital signs are the following: blood pressure is 132/84 mm Hg; pulse rate is 82/min, rhythmic, and regular. Lungs are clear on auscultation and cardiovascular examination demonstrates scratchy and squeaking sounds at the left sternal border and a 'knock' heard on auscultation. Kussmaul sign is positive and ECG shows new widespread ST segment elevation and PR depression in leads II, III and aVF. The most likely cause for these findings in this patient is?",(A) Constrictive pericarditis (B) Pleurisy (C) Cardiac tamponade (D) Right ventricular myocardial infarction,Constrictive pericarditis,(A),C. This patient has a classic presentation of cardiac tamponade. The,0.467937171,FALSE,31.21572212,8.53,38638.21
"A 54-year-old man with lymphoma presents to his oncologist with severe abdominal pain and flank pain. He says that the pain started 2 days ago and has gotten worse over time. He has also not been able to urinate over the same time period. On presentation, his temperature is 99°F (37.2°C), blood pressure is 110/72 mmHg, pulse is 105/min, and respirations are 12/min. Physical exam reveals bilateral flank tenderness. Labs results are shown below:

Blood urea nitrogen: 34 mg/dL
Creatinine: 3.7 mg/dl
Urine osmolality: 228 mOsm/kg

Renal ultrasonography shows dilation of the kidneys bilaterally with a normal-sized bladder. Which of the following would most likely be beneficial in treating this patient's condition?",(A) Administration of a loop diuretic (B) Bilateral stenting of the renal arteries (C) Bilateral stenting of the ureters (D) Catheterization of the bladder,Bilateral stenting of the ureters,(C),"D. This patient has bilateral hydronephrosis, which",0.321981668,FALSE,31.20859036,9.23,38647.44
"A 47-year-old man presents with recurrent epigastric pain and diarrhea. He has had these symptoms for the last year or so and has been to the clinic several times with similar complaints. His current dosage of omeprazole has been steadily increasing to combat his symptoms. The pain seems to be related to food intake. He describes his diarrhea as watery and unrelated to his meals. Blood pressure is 115/80 mm Hg, pulse is 76/min, and respiratory rate is 19/min. He denies tobacco or alcohol use. He does not take any medications. An upper endoscopy is performed due to his unexplained and recurrent dyspepsia and reveals thickened gastric folds with three ulcers in the first part of the duodenum, all of which are negative for H. pylori. Which of the following is the best next step in this patient’s management?",(A) Serum calcium levels (B) Fasting serum gastrin levels (C) CT scan of the abdomen (D) Somatostatin receptor scintigraphy,Fasting serum gastrin levels,(B),"B. This patient has Zollinger-Ellison syndrome,",0.038666461,TRUE,31.22430333,9.19,38656.63
"A mother brings her 7-year-old son to the pediatrician because she is worried about his sleep. She reports that the child has repeatedly woken up in the middle of the night screaming and thrashing. Although she tries to reassure the child, he does not respond to her or acknowledge her presence. Soon after she arrives, he stops screaming and appears confused and lethargic before falling back asleep. When asked about these events, the child reports that he cannot recall ever waking up or having any bad dreams. These events typically occur within four hours of the child going to sleep. The child’s past medical history is notable for asthma and type I diabetes mellitus. He uses albuterol and long-acting insulin. There have been no recent changes in this patient’s medication regimen. His family history is notable for obesity and obstructive sleep apnea in his father. Physical examination reveals a healthy male at the 40th and 45th percentiles for height and weight, respectively. Which of the following EEG waveforms is most strongly associated with this patient’s condition?",(A) Beta waves (B) Theta waves (C) Delta waves (D) Sleep spindles,Delta waves,(C),C. The child has sleep terror disorder. This condition is characterized by,0.008392088,TRUE,31.24000913,9.39,38666.02
A 27-year-old man presents to a physician for evaluation of 3 months of increased vertigo. He says that occasionally he will experience several seconds of intense vertigo that makes him lose his balance. He came in for evaluation because this symptom is affecting his ability to drive to work. He has also been occasionally experiencing tinnitus. Physical exam reveals rotatory nystagmus that is delayed in onset and stops with visual fixation. The nerve that is most likely causing these symptoms exits the skull at which of the following locations?,(A) Cribriform plate (B) Foramen ovale (C) Foramen rotundum (D) Internal auditory meatus,Internal auditory meatus,(D),B. This patient has a history consistent with benign paroxysmal position,0.101317562,FALSE,31.23287671,6.33,38672.36
"A 55-year-old woman comes to the clinic complaining of joint pain and stiffness for the past year. The pain is mainly concentrated in her hands and is usually worse towards the late afternoon. It is described with a burning quality that surrounds the joint with some numbness and tingling. The stiffness is especially worse in the morning and lasts approximately for 15-20 minutes. Her past medical history is significant for recurrent gastric ulcers. She reports that her mother struggled with lupus and is concerned that she might have the same thing. She denies fever, rashes, ulcers, genitourinary symptoms, weight loss, or bowel changes. Physical examination is significant for mild tenderness at the distal interphalangeal joints bilaterally. What is the best initial medication to prescribe to this patient?",(A) Acetaminophen (B) Aspirin (C) Hydroxychloroquine (D) Infliximab,Acetaminophen,(A),C. This patient has symptoms of rheumatoid arthrit,0.286514968,FALSE,31.22574755,8.07,38680.43
A 2-day-old male newborn is brought to the physician because he became somnolent and felt cold after breastfeeding. Pregnancy and delivery were uncomplicated. He was born at 40 weeks' gestation and weighed 3538 g (7 lb 13 oz); he currently weighs 3311 g (7 lb 5 oz). Examination shows generalized hypotonia. Serum studies show an ammonia concentration of 150 μmol/L (N < 50 μmol/L). Which of the following is the most likely cause of the patient's neurological symptoms?,(A) Increased succinyl-CoA concentration (B) Increased glutamate concentration (C) Decreased acylcarnitine concentration (D) Decreased γ-aminobutyric acid concentration,Decreased γ-aminobutyric acid concentration,(D),"B. The patient has hyperammonemia, which is associated with increased gl",0.318080395,FALSE,31.21862163,7.73,38688.16
"A 31-year-old man comes to the physician because of several months of recurrent abdominal pain and diarrhea. Six months ago, he traveled to Lake Superior for a fishing trip with his friends, during which they often ate their day's catch for dinner. Physical examination shows pallor. Laboratory studies show macrocytic anemia with eosinophilia. A peripheral blood smear shows hypochromic red blood cells with megaloblasts and hypersegmented neutrophils. A cestode infection is suspected and a drug is prescribed that kills cestodes by inducing uncontrollable muscle spasm in the parasite. The drug prescribed for this patient most likely acts by which of the following mechanisms of action?",(A) Increased calcium influx into the sarcoplasm (B) Increased sodium efflux from the sarcoplasm (C) Increased potassium efflux from the sarcoplasm (D) Phosphorylation of adenosine diphosphate,Increased calcium influx into the sarcoplasm,(A),A. The drug prescribed for this patient most likely acts by increasing calcium,0.565729439,TRUE,31.2343144,8.24,38696.4
"A 25-year-old male is brought to the emergency department by his friends after a camping trip. He and his friends were in the woods camping when the patient started experiencing severe right upper quadrant abdominal pain after foraging and ingesting some wild mushrooms about 3 hours earlier. The patient is lethargic on exam and appears jaundiced. He has scleral icterus and is severely tender to palpation in the right upper quadrant. He has scattered petechiae on his extremities. Liver function tests are:

Serum:
Na+: 134 mEq/L
Cl-: 100 mEq/L
K+: 4.2 mEq/L
HCO3-: 24 mEq/L
Urea nitrogen: 50 mg/dL
Glucose: 100 mg/dL
Creatinine: 1.4 mg/dL
Alkaline phosphatase: 400 U/L
Aspartate aminotransferase (AST, GOT): 3278 U/L
Alanine aminotransferase (ALT, GPT): 3045 U/L
gamma-Glutamyltransferase (GGT): 100 U/L

The most likely cause of this patient’s clinical presentation acts by inhibiting which of the following molecules?",(A) RNA polymerase II (B) RNA polymerase III (C) Prokaryote RNA polymerase (D) Topoisomerase,RNA polymerase II,(A),D. The mushroom contains a toxin that acts by inhib,0.073283732,FALSE,31.22718978,12.26,38708.66
"An otherwise healthy 39-year-old woman presents to her primary care provider because of right-leg swelling, which started 4 months ago following travel to Kenya. The swelling has been slowly progressive and interferes with daily tasks. She denies smoking or alcohol use. Family history is irrelevant. Vital signs include: temperature 38.1°C (100.5°F), blood pressure 115/72 mm Hg, and pulse 99/min. Physical examination reveals non-pitting edema of the entire right leg. The overlying skin is rough, thick and indurated. The left leg is normal in size and shape. Which of the following is the most likely cause of this patient condition?",(A) Persistent elevation of venous pressures (B) Lymphatic hypoplasia (C) Obstruction of lymphatic channels (D) Venous thromboembolism,Obstruction of lymphatic channels,(C),C. The edema is due to obstruction of the lymphatic,0.697785318,TRUE,31.24287343,8.01,38716.67
"A 13-day-old male is brought in by his mother for eye redness and ocular discharge. Additionally, the mother reports that the patient has developed a cough and nasal discharge. Pregnancy and delivery were uncomplicated, but during the third trimester, the mother had limited prenatal care. Immediately after delivery, the baby was given silver nitrate drops and vitamin K. Upon visual examination of the eyes, mucoid ocular discharge and eyelid swelling are noted. A fluorescein test is negative. On lung exam, scattered crackles are appreciated. A chest radiograph is performed that shows hyperinflation with bilateral infiltrates. Which of the following is the best pharmacotherapy for this patient's underlying condition?",(A) Artificial tears (B) Topical erythromycin (C) Oral erythromycin (D) Intravenous acyclovir,Oral erythromycin,(C),"C. This infant has chlamydia conjunctivitis, which is",0.202425867,TRUE,31.25854993,7.99,38724.66
A 12-year-old girl presents to her primary care physician with left knee pain for the past 6 weeks. She recently joined the field hockey team at her school. The pain is the most severe when she is running up and down the stairs at the school stadium. The pain decreases when she goes home and rests after practice. She additionally admits to tripping and landing on her left knee 5 days ago. Physical exam shows a knee with a healing abrasion over the left patella. The tibial tuberosity is tender to palpation. A radiograph of the knee is presented in figure A. Which of the following is the most likely diagnosis?,(A) Osgood-Schlatter disease (B) Patellofemoral pain syndrome (C) Pes anserine bursitis (D) Tibial plateau fracture,Osgood-Schlatter disease,(A),B. The radiograph shows a fragmented ossification center of the tib,0.198775455,FALSE,31.25142466,7.36,38732.03
"An 80-year-old woman died due to the respiratory complications of lung cancer. She had been a heavy smoker, and battled COPD and adenocarcinoma of the lungs for the last 20 years. The autopsy also revealed a pathological finding in the mitral valve. Which of the following was most likely seen?",(A) Destructive vegetations (B) Non-destructive vegetations (C) Ruptured papillary muscle (D) Discoloration of leaflets,Non-destructive vegetations,(B),(B). The autopsy revealed a pathological finding in the mitral,0.06444259,TRUE,31.26709207,5.96,38737.98
"A 34-year-old gravida 2 para 1 woman at 16 weeks gestation presents for prenatal care. Her prenatal course has been uncomplicated. She takes no medications besides her prenatal vitamin which she takes every day, and she has been compliant with routine prenatal care. She has a 7-year-old daughter who is healthy. The results of her recent quadruple screen are listed below:

AFP: Low
hCG: Low
Estriol: Low
Inhibin-A: Normal

Which of the following is the most appropriate next step to confirm the diagnosis?",(A) Amniocentesis (B) Chorionic villus sampling (C) Return to clinic in 4 weeks (D) Ultrasound for nuchal translucency,Amniocentesis,(A),A. The quadruple screen has a sensitivity of approximately 80,0.083875313,TRUE,31.28275234,6.92,38744.9
"A 26-year-old primigravida woman comes for her primary care physician for the second prenatal visit. She is 10 weeks pregnant. She has no current complaint except for occasional nausea. She does not have any chronic health problems. She denies smoking or alcohol intake. Her family history is positive for paternal colon cancer at the age of 55. Vital signs include a temperature of 37.1°C (98.8°F), blood pressure of 120/60 mm Hg, and pulse of 90/min. Physical examination discloses no abnormalities. According to the United States Preventive Services Task Force (USPSTF), which of the following screening tests is recommended for this patient?",(A) Glucose tolerance test for gestational diabetes mellitus (B) Urine culture for asymptomatic bacteriuria (C) Colonoscopy for colorectal cancer at the age of 40 (D) HbA1C for type 2 diabetes mellitus,Colonoscopy for colorectal cancer at the age of 40,(C),"C. The patient has a positive family history for colon cancer, which is an",0.525796056,TRUE,31.29840547,8.28,38753.19
"A 20-year-old college student presents to her college's mental health services department because her dean has been concerned about her academic performance. She was previously a straight A student; however, she has been barely passing her exams since the death of her younger brother in an accident 5 months ago. She reveals that she feels guilty for not spending more time with him in the years leading up to his death. Furthermore, she has been experiencing abdominal pain when she thinks about him. Additional questioning reveals that she is convinced that her brother simply went missing and will return again despite her being at his funeral. Finally, she says that she saw a vision of her brother in his childhood bedroom when she went home for winter break. Which of the following symptoms indicates that this patient's grief is pathologic?",(A) Delusions about her brother (B) Feelings of guilt (C) Hallucinations about her brother (D) Somatic symptoms,Delusions about her brother,(A),B. The DSM-5 defines a major depressive episode as the,0.169212401,FALSE,31.29127761,8.02,38761.21
"A 65-year-old gentleman presents to his primary care physician for difficulties with his gait and recent fatigue. The patient works in a health food store, follows a strict vegan diet, and takes an array of supplements. He noticed that his symptoms have progressed over the past year and decided to see a physician when he found himself feeling abnormally weak on a daily basis in conjunction with his trouble walking. The patient has a past medical history of Crohn's disease, diagnosed in his early 20's, as well as Celiac disease. He states that he has infrequent exacerbations of his Crohn's disease. Recently, the patient has been having worsening bouts of diarrhea that the patient claims is non-bloody. The patient is not currently taking any medications and is currently taking traditional Chinese medicine supplements. Physical exam is notable for 3/5 strength in the upper and lower extremities, absent upper and lower extremity reflexes, and a staggering, unbalanced gait. Laboratory values reveal the following:

Serum:
Na+: 135 mEq/L
Cl-: 100 mEq/L
K+: 5.6 mEq/L
HCO3-: 22 mEq/L
BUN: 27 mg/dL
Glucose: 79 mg/dL
Creatinine: 1.1 mg/dL
Ca2+: 8.4 mg/dL
Mg2+: 1.5 mEq/L

Leukocyte count and differential:
Leukocyte count: 4,522/mm^3
Hemoglobin: 9.2 g/dL
Hematocrit: 29%
Platelet count: 169,000/mm^3
Reticulocyte count: 2.5%
Lactate dehydrogenase: 340 U/L
Mean corpuscular volume: 97 fL

Which of the following is most likely deficient in this patient?",(A) Vitamin B12 (B) Vitamin D (C) Vitamin E (D) Iron,Vitamin E,(C),A. Vitamin B12. This patient has a history of Crohn,0.399617404,FALSE,31.28415301,17.35,38778.56
A 62-year-old man comes to the physician because of fatigue and decreased urine output for 2 weeks. He has not been to the physician for many years and takes no medications. Serum studies show a urea nitrogen concentration of 42 mg/dL and a creatinine concentration of 2.3 mg/dL. Urinalysis shows heavy proteinuria. A photomicrograph of a section of a kidney biopsy specimen is shown. Which of the following is the most likely underlying cause of this patient's symptoms?,(A) Diabetes mellitus (B) Amyloidosis (C) Fibromuscular dysplasia (D) Severe hypertension,Diabetes mellitus,(A),B. The photomicrograph shows amyloid deposits in the,0.137242764,FALSE,31.27703164,6.85,38785.41
A 31-year-old male comes to the physician because of a 2-day history of blisters and brownish discoloration of urine. His symptoms appeared after he returned from a 4-day trip with his friends in Florida. He has had similar episodes of blistering twice in the past three years. Each episode resolved spontaneously after a few weeks. Examination shows vesicles and bullae on the face and the dorsal surfaces of his hands and forearms. His condition is most likely caused by a defect in which of the following enzymes?,(A) Aminolevulinic acid dehydratase (B) Uroporphyrinogen III synthase (C) Uroporphyrinogen III decarboxylase (D) Aminolevulinic acid synthase,Uroporphyrinogen III decarboxylase,(C),(D). The patient has a history of porphyria cutanea tard,0.280705839,FALSE,31.26991352,6.89,38792.3
"A 21-year-old man presents with eye redness, itching, and watering; nasal congestion, and rhinorrhea. He reports that these symptoms have been occurring every year in the late spring since he was 18 years old. The patient’s medical history is significant for endoscopic resection of a right maxillary sinus polyp at the age of 16. His father and younger sister have bronchial asthma. He takes oxymetazoline as needed to decrease nasal congestion. The patient’s blood pressure is 120/80 mm Hg, heart rate is 71/min, respiratory rate is 18/min, and temperature is 36.7°C (98.0°F). On physical examination, there is conjunctival injection and clear nasal discharge bilaterally. His lymph nodes are not enlarged and his sinuses do not cause pain upon palpation. Heart and lung sounds are normal. Which of the following is most likely to be a part of his condition’s pathogenesis?",(A) Production of specific IgM antibodies by B lymphocytes (B) Secretion of granzymes and perforin by cytotoxic T lymphocytes (C) Excessive release of histamine by the mast cells (D) IL-2 secretion by Th1 lymphocytes,Excessive release of histamine by the mast cells,(C),C. Mast cell degranulation is a key step in allerg,0.486529529,TRUE,31.28555176,10.63,38802.93
"A medicine resident on her nephrology rotation notices that she has received more alerts of high serum potassium levels on her patients through the hospital electronic medical record despite her census not having changed. On inspection of the laboratory result reports, critical alert markers are seen for potassium values greater than 5.5 mEq/L 3 days ago, whereas the same alerts are seen for values > 5.0 mEq/L since yesterday. One of her patient's nurses asks if the patient should get an electrocardiogram. How has the potassium value reporting been affected?",(A) Sensitivity decreased and specificity decreased (B) Sensitivity decreased and specificity increased (C) Sensitivity increased and specificity decreased (D) Sensitivity increased and specificity unchanged,Sensitivity increased and specificity decreased,(C),"The sensitivity of the alert has decreased, while the specificity has remained",0.695063591,FALSE,31.27843494,7.27,38810.2
"A 53-year-old woman comes to the emergency department because of blurry vision, headache, and multiple episodes of nosebleeds over the last few weeks. During this time, she has also been itching a lot, especially after getting ready for work in the mornings. She has had an 8-kg (17.6-lb) weight loss and increasing fatigue during the past 6 months. Her temperature is 37.8°C (100.0°F), pulse is 80/min, respirations are 15/min, and blood pressure is 158/90 mm Hg. Physical examination shows no lesions or evidence of trauma in the nasal cavity. Her face, palms, nail beds, oral mucosa, and conjunctiva appear red. Abdominal examination shows splenomegaly. Her hemoglobin concentration is 19 g/dL, hematocrit is 58%, platelets are 450,000/μL, and erythropoietin level is below normal. A peripheral blood smear shows RBC precursor cells. Which of the following is the most likely underlying cause of this patient's condition?",(A) Mutated JAK2 gene (B) Increased intracranial pressure (C) Megakaryocyte proliferation (D) Renal cell carcinoma,Mutated JAK2 gene,(A),A. The presence of RBC precursor cells in the peripheral blood,0.273439586,TRUE,31.29406413,10.57,38820.77
"A 32-year-old woman comes to the physician because of a 2-month history of fatigue, muscle weakness, paresthesias, headache, and palpitations. Her pulse is 75/min and blood pressure is 152/94 mm Hg. Physical examination shows no abnormalities. Serum studies show:
Sodium 144 mEq/L
Potassium 2.9 mEq/L
Bicarbonate 31 mEq/L
Creatinine 0.7 mg/dL
Further evaluation shows low serum renin activity. Which of the following is the most likely diagnosis?""","(A) Renal artery stenosis (B) Cushing syndrome (C) Aldosteronoma (D) Pheochromocytoma
""",Aldosteronoma,(C),"(C) Aldosteronoma. The patient has hypokalemia,",0.766626835,TRUE,31.30968622,7.37,38828.13
"A 42-year-old man presents to the emergency department with a 3-day history of fever and severe back pain. The fever is high-grade, continuous, without chills and rigors. The back pain is severe, localized to the thoracic region, and aggravated by deep breathing. The patient tried taking ibuprofen with little improvement. Past medical history is significant for essential hypertension, dyslipidemia, hyperuricemia, and bronchial asthma. Current medicines include allopurinol, amlodipine, atorvastatin, clopidogrel, montelukast, and a corticosteroid inhaler. The patient reports a 25-pack-year smoking history and drinks alcohol only socially. His vital signs include: blood pressure 152/94 mm Hg, pulse 101/min, temperature 39.5°C (103.1°F). BMI 36.8 kg/m2. On physical examination, the patient is alert and oriented. Multiple injection marks are visible around the left-sided cubital fossa and hand veins. The neck is supple on head flexion. Point tenderness is present in the thoracic region at the midline. Motor and sensory examinations are unremarkable with normal deep tendon reflexes. Laboratory findings are significant for the following:
Hemoglobin 14.5 mg/dL
White blood cell 24,500/mm3
Platelets 480,000/mm3
BUN 28 mg/dL
Creatinine 1.1 mg/dL
ESR 45 mm/hr
C-reactive protein 84 mg/dL
Sodium 144 mEq/L
Potassium 4.1 mEq/L
Calcium 9.7 mEq/L
A contrast MRI of the spine reveals a peripherally enhancing dorsal epidural process compressing the thecal sac and causing a mild leftwards displacement. Which of the following is the most likely risk factor for this patient’s condition?",(A) Increased BMI (B) Inhaled steroid use (C) Intravenous drug use (D) Smoking,Intravenous drug use,(C),"A. The patient has a history of essential hypertension, dyslip",0.308251858,FALSE,31.30256877,20.5,38848.63
"A 33-year-old man presents to his primary care physician for left-sided knee pain. The patient has a history of osteoarthritis but states that he has been unable to control his pain with escalating doses of ibuprofen and naproxen. His past medical history includes diabetes mellitus and hypertension. His temperature is 102.0°F (38.9°C), blood pressure is 167/108 mmHg, pulse is 100/min, respirations are 14/min, and oxygen saturation is 98% on room air. Physical exam reveals a warm and tender joint that is very tender to the touch and with passive range of motion. The patient declines a gait examination secondary to pain. Which of the following is the best next step in management?",(A) Antibiotics (B) Arthrocentesis (C) Colchicine (D) IV steroids,Arthrocentesis,(B),"B. This patient has an acute septic arthritis, which",0.300435007,TRUE,31.31818182,8.16,38856.79
"A 57-year-old man presents with fever and yellow discoloration of the skin for the past 4 days. He denies any recent weight loss or changes in urine or stool color. His past medical history is unremarkable. He admits to drinking about 130 g/day of alcohol and says he has been doing so for the past 25 years. His wife who is accompanying him during this visit adds that once her husband drank 15 cans of beer at a funeral. The patient also reports a 10-pack-year smoking history. His vital signs include: pulse 98/min, respiratory rate 13/min, temperature 38.2°C (100.8°F) and blood pressure 120/90 mm Hg. On physical examination, the patient appears jaundiced and is ill-appearing. Sclera is icteric. Abdominal examination reveals tenderness to palpation in the right upper quadrant with no rebound or guarding. Percussion reveals significant hepatomegaly extending 3 cm below the right costal margin. Laboratory studies are significant for the following:
Sodium 135 mEq/L
Potassium 3.5 mEq/L
ALT 240 mEq/L
AST 500 mEq/L
A liver biopsy is obtained but the results are pending. Which of the following would most likely be seen in this patient’s biopsy?",(A) 'Florid' bile duct lesion (B) Steatosis alone (C) Mallory-Denk bodies (D) Hürthle cells,Mallory-Denk bodies,(C),(A) The liver biopsy shows a florid bile du,0.088868,FALSE,31.31106567,12.38,38869.18
"Six days after undergoing a thoracic endovascular aortic repair following a high-speed motorcycle accident, a 29-year-old woman develops a fever, cough, and shortness of breath. Serum studies show a sodium concentration of 129 mEq/L. An x-ray of the chest shows a left-sided pleural effusion. Thoracentesis is performed and shows milky white fluid in the pleural space that remains uniform after centrifugation. A culture of the pleural fluid shows no organisms. Further analysis of the fluid would most likely show which of the following?",(A) High triglycerides (B) Antinuclear antibodies (C) High adenosine deaminase (D) High LDH,High triglycerides,(A),"(D). The pleural fluid in this patient is an exudate,",0.165007323,FALSE,31.30395275,7.08,38876.25
"A 12-year-old boy presents to the emergency department with a swollen and painful knee. He says that he was exploring with his friends when he tripped and hit his knee against the ground. He didn't feel like he hit it very hard but it started swelling and becoming very painful. His mom reports that he has always been prone to bleeding from very minor trauma and that others in the family have had similar problems. Based on clinical suspicion a coagulation panel was obtained showing a prothrombin time (PT) of 10 seconds (normal range 9-11 seconds), a partial thromboplastin time (PTT) of 45 seconds (normal 20-35 seconds), and a normal ristocetin cofactor assay (equivalent to bleeding time). Mixing tests with factor IX and XI do not show complementation, but mixing with factor VIII reverses the coagulation abnormality. Which of the following is the most likely diagnosis for this patient?",(A) Bernard-Soulier disease (B) Glanzmann thrombasthenia (C) Hemophilia A (D) Hemophilia B,Hemophilia A,(C),D. The mixing test with factor VIII reverses the coagulation abnormal,0.396239758,FALSE,31.29684306,8.8,38885.05
A previously healthy 21-year-old man is brought to the emergency department 4 hours after the sudden onset of shortness of breath and pleuritic chest pain. He has smoked 1 pack of cigarettes daily for the past 3 years. He is 188 cm (6.2 ft) tall and weighs 70 kg (154 lb); BMI is 19.8 kg/m2. Physical examination shows decreased tactile fremitus and diminished breath sounds over the left lung. Which of the following is the most likely cause of this patient's symptoms?,(A) Embolic occlusion of the pulmonary artery (B) Rupture of a subpleural bleb (C) Infection with gram-positive diplococci (D) Inflammation of the costal cartilage,Rupture of a subpleural bleb,(B),B. The patient has a history of smoking and is experiencing pleur,0.202637091,TRUE,31.31244323,7.61,38892.66
"A 5-year-old girl brought to the emergency department by her mother with seizures. The blood glucose is 94 mg/dl and the serum calcium is 5.3 mg/dl; however, the PTH levels are low. The medical history includes a delay in achieving developmental milestones. Her mother also says she needs frequent hospital visits due to recurrent bouts with the flu. The cardiovascular examination is within normal limits. What is the most likely cause underlying this presentation?",(A) B cell development failure (B) Lysosomal trafficking regulator gene defect (C) Deletion of the chromosome 22q11 (D) Mutation in the WAS gene,Deletion of the chromosome 22q11,(C),"(B). The patient has DiGeorge syndrome, which is a result",0.248384014,FALSE,31.30533485,6.8,38899.45
"A 67-year-old woman comes to the physician because of a 9-month history of progressive fatigue. Examination shows pallor. Her hemoglobin concentration is 8.9 g/dL, mean corpuscular volume is 75 μm3, and serum ferritin is 9 ng/mL. Test of the stool for occult blood is positive. Colonoscopy shows an irregular, bleeding 3-cm exophytic ulcer in the right colon. Which of the following lesions is the greatest risk factor for this patient's condition?",(A) Submucosal lipomatous polyp (B) Serrated hyperplastic polyp (C) Villous adenomatous polyp (D) Tubular adenomatous polyp,Villous adenomatous polyp,(C),B. The most common cause of occult bleeding in the elderly is,0.124119654,FALSE,31.29822969,6.92,38906.37
A 21-year-old woman comes to the physician for the evaluation of dry cough and some chest tightness for the past several weeks. The cough is worse at night and while playing volleyball. She frequently has a runny nose and nasal congestion. Her mother has systemic lupus erythematosus. The patient has smoked one pack of cigarettes daily for the last 5 years. She does not drink alcohol. Her only medication is cetirizine. Her vital signs are within normal limits. Pulse oximetry on room air shows an oxygen saturation of 98%. The remainder of the examination shows no abnormalities. Which of the following is the most appropriate next step in management?,(A) Spirometry (B) Methacholine challenge test (C) CT scan of the chest (D) Laboratory studies,Spirometry,(A),"B. This patient has a history of cough, nasal congestion",0.114291787,FALSE,31.29112775,7.42,38913.79
