sequence,complexity,length_type,language,q_length,answer,a_length,temperature,real_code,print_code,no_code,explanation,no_sense
"Complexity: 3[ 1, 2, 5, 13, 29, 34, 89, 169, 19]",3,0,JSFuck,166,"```javascript
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]([]+([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]])()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]((![]+[])[+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]]+(+(!+[]+!+[]+!+[]+!+[]+[+!+[]])))[(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]](([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]([]+([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]])()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]((![]+[])[+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]]+(+(!+[]+!+[]+!+[]+!+[]+[+!+[]])))+''+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])
```",2325,0.7,0,0,0,0,0
"Complexity: 3[ 3, 1, 4 ,1 ,5 ,9 ,2 ,6 , ]",3,0,JSFuck,159,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]]([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]]('return 3, 1, 4 ,1 ,5 ,9 ,2 ,6 ,5')()
```",933,0.5,0,0,0,0,0
"Complexity: 3[ 1, 1, 2, 2, 4, 2, 6, 4, 6, 4, 1]",3,0,JSFuck,165,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+(![]+[])[+[]]]([]+[])[!+[]+!+[]+!+[]+!+[]+!+[]]+([]+[])[+!+[]]+([]+[])[!+[]+!+[]]+([]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]
```",515,0.5,0,0,0,0,0
"Complexity: 3[ 1, 6, 1, 8, 0, 3, 3, 9, 8, 8, ]",3,0,JSFuck,164,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+({}+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]([]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]
```",777,0.5,0,0,0,0,0
"Complexity: 3[ 1, 1, 4, 9, 4, 2, 0, 4, 4, 8, ]",3,0,JSFuck,164,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([![]]+[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]](([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([![]]+[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]()+[])[+!+[]]+([]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]+!+[]]
```",1349,0.5,0,0,0,0,0
"Complexity: 3[ 2, 0, 9, 4, 5, 5, 1, 4, 8, 1, ]",3,0,JSFuck,164,"```javascript
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]]([]+([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]])()
```",653,0.5,0,0,0,0,0
"Complexity: 3[ 1, 11, 21, 1211, 111221, 312211, 13112221, 111321321]",3,0,JSFuck,186,"```javascript
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]])[!+[]+!+[]+!+[]]]()[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]]][([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]](([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]])[!+[]+!+[]+!+[]]]()[(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]]][([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+{})[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]+!+[]])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]])()
```

This JSFuck code does not directly produce the sequence 1, 11, 21, 1211, 111221, 312211, 13112221, 1113213211. Producing complex sequences or specific outputs with JSFuck can be highly non-trivial and often impractical due to the nature of the language. JSFuck primarily represents characters and basic execution in JavaScript in an obfuscated way, making it more suited for simple expressions or demonstrating the flexibility of JavaScript's type coercion and evaluation rules. For generating specific sequences or performing complex logic, traditional JavaScript or other programming languages are more appropriate and efficient.",2124,0.5,0,0,0,0,0
"Complexity: 3[ 2, 3, 5, 11, 23, 29, 41, 53, 83, 89, 113, 13]",3,0,JSFuck,178,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([![]]+[][[]])[+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][+[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][+[]]+[])[+!+[]]+([][+[]]+[])[+[]]+([][+[]]+[])[!+[]+!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([![]]+[][[]])[+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+(![]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][+[]]+[])[+!+[]]+([][+[]]+[])[+[]]]([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([![]]+[][[]])[+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][+[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][+[]]+[])[+!+[]]+([][+[]]+[])[+[]]+([][+[]]+[])[!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([![]]+[][[]])[+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+(![]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][+[]]+[])[+!+[]]+([][+[]]+[])[+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([![]]+[][[]])[+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+(![]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][+[]]+[])[+!+[]]+([][+[]]+[])[+[]]][([][[]]+[])[+!+[]]+([][+[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+([][+[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][+[]]+[])[!+[]+!+[]+!+[]]+([][+[]]+[])[!+[]+!+[]]+([][+[]]+[])[+[]]+([][+[]]+[])[!+[]+!+[]+!+[]]]((![]+[])[+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+(![]+[])[!+[]+!+[]]+([][+[]]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][+[]]+[])[+!+[]]+(![]+[])[+[]]+([][[]]+[])[!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][+[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][+[]]+[])[!+[]+!+[]]+([][+[]]+[])[+[]]+([][+[]]+[])[!+[]+!+[]]+([][+[]]+[])[!+[]+!+[]]+([][+[]]+[])[+[]]+([][+[]]+[])[!+[]+!+[]]+([][+[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][+[]]+[])[+[]]+([][+[]]+[])[!+[]+!+[]+!+[]]+([][+[]]+[])[+!+[]]+([][+[]]+[])[+[]]+([][+[]]+[])[!+[]+!+[]]+([][+[]]+[])[+!+[]]+([][+[]]+[])[+[]])()
```",1770,0.5,0,0,0,0,0
"Complexity: 3[ 1, 7, 10, 13, 19, 23, 28, 31, 32, 4]",3,0,JSFuck,169,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+([![]]+[][(![]+[])[+[]]])[!+[]+!+[]+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([![]]+[][(![]+[])[+[]]])[+!+[]+[+[]]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+[+[]]]+([][[]]+[])[+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+[+[]]]][([][(![]+[])[+[]]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([]+([]+[])[!+[]+!+[]+!+[]])[!+[]+!+[]+!+[]+[+[]]]+([][[]]+[])[!+[]+!+[]]+([]+([]+[])[!+[]+!+[]+!+[]])[!+[]+!+[]+!+[]+[+[]]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+[+[]]]+([][[]]+[])[+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+[+[]]]]([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+([![]]+[][(![]+[])[+[]]])[!+[]+!+[]+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([![]]+[][(![]+[])[+[]]])[+!+[]+[+[]]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+[+[]]]+([][[]]+[])[+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+[+[]]])()[([]+[])[(![]+[])[+[]]+(![]+[])[!+[]+!+[]+!+[]]+([![]]+[][(![]+[])[+[]]])[!+[]+!+[]+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([![]]+[][(![]+[])[+[]]])[+!+[]+[+[]]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+[+[]]]+([][[]]+[])[+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+[+[]]]][([][(![]+[])[+[]]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([]+([]+[])[!+[]+!+[]+!+[]])[!+[]+!+[]+!+[]+[+[]]]+([][[]]+[])[!+[]+!+[]]+([]+([]+[])[!+[]+!+[]+!+[]])[!+[]+!+[]+!+[]+[+[]]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+[+[]]]+([][[]]+[])[+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+[+[]]]]()('return[1,7,10,13,19,23,28,31,32,44]')())
```",1529,0.5,0,0,0,0,0
"Complexity: 3[ 0, 1, 4, 10, 20, 35, 56, 84, 120, 16]",3,0,JSFuck,170,"```js
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([![]]+[][(![]+[])[+[]]])[+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([![]]+[][(![]+[])[+[]]])[+!+[]+[+[]]]+(![]+[])[!+[]+!+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]]([][(![]+[])[+[]]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]]+([]+{})[!+[]+!+[]+!+[]]+([][(![]+[])[+[]]]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([![]]+[][(![]+[])[+[]]])[+!+[]+[+[]]]+(![]+[])[+[]]+([][[]]+[])[+!+[]])()
```",923,0.5,0,0,0,0,0
"Complexity: 3[ 1, 2, 5, 13, 29, 34, 89, 169, 19]",3,0,JSFuck,166,"```javascript
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]][([][[]]+[])[!+[]+!+[]]+([]+[])[!+[]+!+[]+!+[]]+(![]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]([]+([]+[])[!+[]+!+[]+!+[]]+([]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+(![]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]])()[([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]]((![]+[])[+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[+!+[]]+(![]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([]+[])[!+[]+!+[]+!+[]]+(![]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([][[]]+[])[+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+[]]+([]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]])()
```",1410,0.5,0,0,0,0,0
"Complexity: 3[ 3, 1, 4 ,1 ,5 ,9 ,2 ,6 , ]",3,0,JSFuck,159,"```javascript
[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]][([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]]()[([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]]((![]+[])[+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]]+([][[]]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[!+[]+!+[]])()
```",1102,0.2,0,0,0,0,0
