question,options,correct_answer,correct_index,inference,similarity,is_correct,accumulated_accuracy,cycle_time (sec),elapsed_time (sec)
"A 27-year-old Asian woman presents to her primary care physician with joint pain and a headache. She has had intermittent joint and muscle pain for the past several months in the setting of a chronic headache. She states that the pain seems to migrate from joint to joint, and her muscles typically ache making it hard for her to sleep. The patient's past medical history is non-contributory, and she is currently taking ibuprofen for joint pain. Physical exam is notable for an asymmetrical pulse in the upper extremities. The patient has lost 10 pounds since her previous visit 2 months ago. Laboratory values are notable for an elevated C-reactive protein and erythrocyte sedimentation rate. Which of the following is the best next step in management?",(A) Anti-dsDNA level (B) Methotrexate (C) Prednisone (D) Temporal artery biopsy,Prednisone,(C),(C) PrednisonePrednisone is the best next step in management,0.8049192428588867,True,33.79790940766551,36.82,16159.83
"Your colleague has been reading the literature on beta-carotene supplementation and the risk of heart disease. She thinks they may share a clinically relevant association and would like to submit an editorial to a top journal. Upon final literature review, she discovers a newly published study that refutes any association between beta-carotene and heart disease. Your colleague is upset; you suggest that she, instead, mathematically pool the results from all of the studies on this topic and publish the findings. What type of study design are you recommending to your colleague?",(A) Randomized control trial (B) Case-cohort study (C) Meta-analysis (D) Cross-sectional study,Meta-analysis,(C),C) Meta-analysis,0.8888872265815735,True,33.91304347826087,25.69,16185.52
"A 15-year-old girl comes to the physician with her father for evaluation of short stature. She feels well overall but is concerned because all of her friends are taller than her. Her birth weight was normal. Menarche has not yet occurred. Her father says he also had short stature and late puberty. The girl is at the 5th percentile for height and 35th percentile for weight. Breast development is Tanner stage 2. Pubic and axillary hair is absent. An x-ray of the left hand and wrist shows a bone age of 12 years. Further evaluation of this patient is most likely to show which of the following sets of laboratory findings?
 $$$ FSH %%% LH %%% Estrogen %%% GnRH $$$",(A) ↓ ↓ ↓ ↓ (B) ↓ ↓ ↑ ↓ (C) Normal normal normal normal (D) ↑ ↑ ↓ ↑,Normal normal normal normal,(C),D,0.05188829451799393,False,33.85416666666667,23.88,16209.41
In which of the following pathological states would the oxygen content of the trachea resemble the oxygen content in the affected alveoli?,(A) Emphysema (B) Pulmonary fibrosis (C) Pulmonary embolism (D) Foreign body obstruction distal to the trachea,Pulmonary embolism,(C),(A) EmphysemaThe correct answer is (A) Emphysema,0.2545411288738251,False,33.795493934142115,32.29,16241.7
"A previously healthy 32-year-old man comes to the physician because of a 1-week history of upper back pain, dyspnea, and a sensation of pressure in his chest. He has had no shortness of breath, palpitations, fevers, or chills. He emigrated from Ecuador when he was 5 years old. He does not smoke or drink alcohol. He takes no medications. He is 194 cm (6 ft 4 in) tall and weighs 70.3 kg (155 lb); BMI is 19 kg/m2. His temperature is 37.2°C (99.0°F), pulse is 73/min, respirations are 15/min, and blood pressure is 152/86 mm Hg in the right arm and 130/72 mg Hg in the left arm. Pulmonary examination shows faint inspiratory wheezing bilaterally. A CT scan of the chest with contrast is shown. Which of the following is the most likely underlying cause of this patient's condition?",(A) Infection with Trypanosoma cruzi (B) Cystic medial necrosis (C) Atherosclerotic plaque formation (D) Congenital narrowing of the aortic arch,Cystic medial necrosis,(B),The most likely underlying cause of this patient's condition is (A) In,0.3868829011917114,False,33.73702422145329,40.12,16281.81
"A 26-year-old woman presents to the emergency department with fever, chills, lower quadrant abdominal pain, and urinary frequency for the past week. Her vital signs include temperature 38.9°C (102.0°F), pulse 110/min, respirations 16/min, and blood pressure 122/78 mm Hg. Physical examination is unremarkable. Urinalysis reveals polymorphonuclear leukocytes (PMNs) > 10 cells/HPF and the presence of bacteria (> 105 CFU/mL). Which of the following is correct concerning the most likely microorganism responsible for this patient’s condition?","(A) Nonmotile, pleomorphic rod-shaped, gram-negative bacilli  (B) Pear-shaped motile protozoa (C) Gram-negative rod-shaped bacilli (D) Gram-positive cocci that grow in chains",Gram-negative rod-shaped bacilli,(C),"(A) Nonmotile, pleomorphic rod-shaped, gram-",0.5786872506141663,False,33.67875647668394,39.98,16321.79
"A 30-year-old man comes to the emergency department because of the sudden onset of back pain beginning 2 hours ago. Beginning yesterday, he noticed that his eyes started appearing yellowish and his urine was darker than normal. Two months ago, he returned from a trip to Greece, where he lived before immigrating to the US 10 years ago. Three days ago, he was diagnosed with latent tuberculosis and started on isoniazid. He has worked as a plumber the last 5 years. His temperature is 37.4°C (99.3°F), pulse is 80/min, and blood pressure is 110/70 mm Hg. Examination shows back tenderness and scleral icterus. Laboratory studies show:
Hematocrit 29%
Leukocyte count 8000/mm3
Platelet count 280,000/mm3
Serum
Bilirubin
Total 4 mg/dL
Direct 0.7 mg/dL
Haptoglobin 15 mg/dL (N=41–165 mg/dL)
Lactate dehydrogenase 180 U/L
Urine
Blood 3+
Protein 1+
RBC 2–3/hpf
WBC 2–3/hpf
Which of the following is the most likely underlying cause of this patient's anemia?""",(A) Crescent-shaped erythrocytes (B) Absence of reduced glutathione (C) Inhibition of aminolevulinate dehydratase (D) Defective ankyrin in the RBC membrane,Absence of reduced glutathione,(B),(B) Absence of reduced glutathione,0.9779414534568787,True,33.793103448275865,43.34,16365.14
"A 69-year-old Caucasian man presents for a routine health maintenance examination. He feels well. He has no significant past medical history. He takes aspirin for the occasional headaches that he has had for over several years. He exercises every day and does not smoke. His father was diagnosed with a hematologic malignancy at 79 years old. The patient’s vital signs are within normal limits. Physical examination shows no abnormalities. The laboratory test results are as follows:
Hemoglobin 14.5 g/dL
Leukocyte count 62,000/mm3
Platelet count 350,000/mm3
A peripheral blood smear is obtained (shown on the image). Which of the following best explains these findings?",(A) Acute lymphoid leukemia (B) Acute myeloid leukemia (C) Adult T cell leukemia (D) Chronic lymphocytic leukemia,Chronic lymphocytic leukemia,(D),(B) Acute myeloid leukemiaThe given findings suggest,0.6414858102798462,False,33.734939759036145,39.05,16404.19
"A 62-year-old woman is referred to a tertiary care hospital with a history of diplopia and fatigue for the past 3 months. She has also noticed difficulty in climbing the stairs and combing her hair. She confirms a history of 2.3 kg (5.0 lb) weight loss in the past 6 weeks and constipation. Past medical history is significant for type 2 diabetes mellitus. She has a 50-pack-year cigarette smoking history. Physical examination reveals a blood pressure of 135/78 mm Hg supine and 112/65 while standing, a heart rate of 82/min supine and 81/min while standing, and a temperature of 37.0°C (98.6°F). She is oriented to time and space. Her right upper eyelid is slightly drooped. She has difficulty in abducting the right eye. Pupils are bilaterally equal and reactive to light with accommodation. The corneal reflex is intact. Muscle strength is reduced in the proximal muscles of all 4 limbs, and the lower limbs are affected more when compared to the upper limbs. Deep tendon reflexes are bilaterally absent. After 10 minutes of cycling, the reflexes become positive. Sensory examination is normal. Diffuse wheezes are heard on chest auscultation. Which of the following findings is expected?",(A) Antibodies against muscle-specific kinase (B) Incremental pattern on repetitive nerve conduction studies (C) Periventricular plaques on MRI of the brain (D) Thymoma on CT scan of the chest,Incremental pattern on repetitive nerve conduction studies,(B),(A) Antibodies against muscle-specific kinaseThe ,0.038278110325336456,False,33.67697594501718,50.99,16455.17
"A 60-year-old man is brought to the emergency department by police officers because he was acting strangely in public. The patient was found talking nonsensically to characters on cereal boxes in the store. Past medical history is significant for multiple hospitalizations for alcohol-related injuries and seizures. The patient’s vital signs are within normal limits. Physical examination shows a disheveled male who is oriented to person, but not time or place. Neurologic examination shows nystagmus and severe gait ataxia. A T1/T2 MRI is performed and demonstrates evidence of damage to the mammillary bodies. The patient is given the appropriate treatment for recovering most of his cognitive functions. However, significant short-term memory deficits persist. The patient remembers events from his past such as the school and college he attended, his current job, and the names of family members quite well. Which of the following is the most likely diagnosis in this patient?",(A) Delirium tremens (B) Korsakoff's syndrome (C) Schizophrenia (D) Wernicke encephalopathy,Korsakoff's syndrome,(B),B. Korsakoff's syndrome,0.9662874341011047,True,33.79073756432247,35.01,16490.18
"A 43-year-old woman presents to her primary care physician for a general wellness appointment. The patient states that sometimes she has headaches and is ashamed of her body habitus. Otherwise, the patient has no complaints. The patient's 90-year-old mother recently died of breast cancer. The patient smokes 1 pack of cigarettes per day. She drinks 2-3 glasses of red wine per day with dinner. She has been considering having a child as she has just been promoted to a position that gives her more time off and a greater income. The patient's current medications include lisinopril, metformin, and a progesterone intrauterine device (IUD). On physical exam, you note a normal S1 and S2 heart sound. Pulmonary exam is clear to auscultation bilaterally. The patient's abdominal, musculoskeletal, and neurological exams are within normal limits. The patient is concerned about her risk for breast cancer and asks what she can do to reduce her chance of getting this disease. Which of the following is the best recommendation for this patient?",(A) Begin breastfeeding (B) Test for BRCA1 and 2 (C) Recommend monthly self breast exams (D) Exercise and reduce alcohol intake,Exercise and reduce alcohol intake,(D),(D) Exercise and reduce alcohol intake.Explanation,0.9098055958747864,True,33.9041095890411,42.61,16532.8
A 12-year-old boy is brought to his pediatrician with a high fever. He was feeling fatigued yesterday and then developed a high fever overnight that was accompanied by chills and malaise. This morning he also started complaining of headaches and myalgias. He has otherwise been healthy and does not take any medications. He says that his friends came down with the same symptoms last week. He is given oseltamivir and given instructions to rest and stay hydrated. He is also told that this year the disease is particularly infectious and is currently causing a global pandemic. He asks the physician why the same virus can infect people who have already had the disease and is told about a particular property of this virus. Which of the following properties is required for the viral genetic change that permits global pandemics of this virus?,(A) Concurrent infection with 2 viruses (B) Crossing over of homologous regions (C) One virus that produces a non-functional protein (D) Segmented genomic material,Segmented genomic material,(D),(D) Segmented genomic materialThis question is based on the concept,0.8328909873962402,True,34.01709401709402,34.84,16567.64
"A 52-year-old woman presents to the clinic with complaints of intermittent chest pain for 3 days. The pain is retrosternal, 3/10, and positional (laying down seems to make it worse). She describes it as “squeezing and burning” in quality, is worse after food intake and emotional stress, and improves with antacids. The patient recently traveled for 4 hours in a car. Past medical history is significant for osteoarthritis, hypertension and type 2 diabetes mellitus, both of which are moderately controlled. Medications include ibuprofen, lisinopril, and hydrochlorothiazide. She denies palpitations, dyspnea, shortness of breath, weight loss, fever, melena, or hematochezia. What is the most likely explanation for this patient’s symptoms?",(A) Blood clot within the lungs (B) Decreased gastric mucosal protection (C) Incompetence of the lower esophageal sphincter (D) Insufficient blood supply to the myocardium,Incompetence of the lower esophageal sphincter,(C),(A) Blood clot within the lungs,0.20025542378425598,False,33.95904436860068,44.5,16612.14
"A 24-year-old man presents to the emergency department for severe abdominal pain for the past day. The patient states he has had profuse, watery diarrhea and abdominal pain that is keeping him up at night. The patient also claims that he sees blood on the toilet paper when he wipes and endorses having lost 5 pounds recently. The patient's past medical history is notable for IV drug abuse and a recent hospitalization for sepsis. His temperature is 99.5°F (37.5°C), blood pressure is 120/68 mmHg, pulse is 100/min, respirations are 14/min, and oxygen saturation is 98% on room air. On physical exam, you note a young man clutching his abdomen in pain. Abdominal exam demonstrates hyperactive bowel sounds and diffuse abdominal tenderness. Cardiopulmonary exam is within normal limits. Which of the following is the next best step in management?",(A) Metronidazole (B) Vancomycin (C) Clindamycin (D) Supportive therapy and ciprofloxacin if symptoms persist,Vancomycin,(B),DSupportive therapy and ciprofloxacin if sympt,0.2753995656967163,False,33.901192504258944,53.83,16665.97
"A 57-year-old man is brought to the emergency department for worsening pain and swelling of his left ankle for the past 2 hours. The pain is severe and awakened him from sleep. He has hypertension and hyperlipidemia. Current medications include hydrochlorothiazide and pravastatin. His temperature is 37.8°C (100.1°F), pulse is 105/min, and blood pressure is 148/96 mm Hg. Examination shows exquisite tenderness, erythema, and edema of the left ankle; active and passive range of motion is limited by pain. Arthrocentesis of the ankle joint yields cloudy fluid with a leukocyte count of 19,500/mm3 (80% segmented neutrophils). Gram stain is negative. A photomicrograph of the joint fluid aspirate under polarized light is shown. Which of the following is the most appropriate pharmacotherapy?",(A) Probenecid (B) Colchicine and allopurinol (C) Triamcinolone and probenecid (D) Colchicine,Colchicine,(D),(C) Triamcinolone and probenecid,0.20848160982131958,False,33.843537414965986,42.14,16708.11
"A 37-year-old man presents to the physician because of dysphagia and regurgitation for the past 5 years. In recent weeks, it has become very difficult for him to ingest solid or liquid food. He has lost 3 kg (6 lb) during this time. He was admitted to the hospital last year because of pneumonia. Three years ago, he had an endoscopic procedure which partially improved his dysphagia. He takes amlodipine and nitroglycerine before meals. His vital signs are within normal limits. BMI is 19 kg/m2. Physical examination shows no abnormalities. A barium swallow X-ray is shown. Which of the following patterns of esophageal involvement is the most likely cause of this patient’s condition?",(A) Abnormal esophageal contraction with deglutition lower esophageal sphincter relaxation (B) Absent peristalsis and impaired lower esophageal sphincter relaxation (C) Poor pharyngeal propulsion and upper esophageal sphincter obstruction (D) Severely weak peristalsis and patulous lower esophageal sphincter,Absent peristalsis and impaired lower esophageal sphincter relaxation,(B),(B) Absent peristalsis and impaired lower esoph,0.7071648240089417,True,33.95585738539898,50.98,16759.09
"A 23-year-old woman is seen by her primary care physician. The patient has a several year history of excessive daytime sleepiness. She also reports episodes where she suddenly falls to the floor after her knees become weak, often during a laughing spell. She has no other significant past medical history. Her primary care physician refers her for a sleep study, which confirms the suspected diagnosis. Which of the following laboratory findings would also be expected in this patient?",(A) Increased serum methoxyhemoglobin (B) Reduced serum hemoglobin (C) Undetectable CSF hypocretin-1 (D) Increased serum ESR,Undetectable CSF hypocretin-1,(C),(A) Increased serum methoxyhemoglobin,0.18030968308448792,False,33.89830508474576,39.25,16798.34
"A 30-year-old woman comes to the physician with her husband because they have been trying to conceive for 15 months with no success. They have been sexually active at least twice a week. The husband sometimes has difficulties maintaining erection during sexual activity. During attempted vaginal penetration, the patient has discomfort and her pelvic floor muscles tighten up. Three years ago, the patient was diagnosed with body dysmorphic disorder. There is no family history of serious illness. She does not smoke or drink alcohol. She takes no medications. Vital signs are within normal limits. Pelvic examination shows normal appearing vulva without redness; there is no vaginal discharge. An initial attempt at speculum examination is aborted after the patient's pelvic floor muscles tense up and she experiences discomfort. Which of the following is the most likely diagnosis?",(A) Vulvodynia (B) Vulvovaginitis (C) Painful bladder syndrome (D) Genitopelvic pain disorder,Genitopelvic pain disorder,(D),(A) Vulvodynia,0.4762139916419983,False,33.840947546531304,36.77,16835.11
"An otherwise healthy 76-year-old man is brought to the physician because of poor sleep for the past several years. Every night he has been sleeping less and taking longer to fall asleep. During the day, he feels tired and has low energy and difficulty concentrating. Sleep hygiene and relaxation techniques have failed to improve his sleep. He would like to start a short-term pharmacological therapy trial but does not want a drug that makes him drowsy during the day. Which of the following is the most appropriate pharmacotherapy for this patient?",(A) Temazepam (B) Diphenhydramine (C) Suvorexant (D) Zaleplon,Zaleplon,(D),(C) SuvorexantSuvorexant is an appropriate,0.20597335696220398,False,33.78378378378378,41.63,16876.74
"A 23-year-old man is brought to the emergency department by ambulance following a motor vehicle accident. He was pinned between 2 cars for several hours. The patient has a history of asthma. He uses an albuterol inhaler intermittently. The patient was not the driver, and admits to having a few beers at a party prior to the accident. His vitals in the ambulance are stable. Upon presentation to the emergency department, the patient is immediately brought to the operating room for evaluation and surgical intervention. It is determined that the patient’s right leg has a Gustilo IIIC injury in the mid-shaft of the tibia with a severely comminuted fracture. The patient’s left leg suffered a similar injury but with damage to the peroneal nerve. The anesthesiologist begins to induce anesthesia. Which of the following agents would be contraindicated in this patient?",(A) Etomidate (B) Halothane (C) Neostigmine (D) Succinylcholine,Succinylcholine,(D),(D) SuccinylcholineSuccinylcholine is,0.884563684463501,True,33.895446880269816,46.64,16923.38
A 3-year-old girl is brought to the physician for a well-child visit. Her father is concerned about the color and strength of her teeth. He says that most of her teeth have had stains since the time that they erupted. She also has a limp when she walks. Examination shows brownish-gray discoloration of the teeth. She has lower limb length discrepancy; her left knee-to-ankle length is 4 cm shorter than the right. Which of the following drugs is most likely to have been taken by this child's mother when she was pregnant?,(A) Trimethoprim (B) Gentamicin (C) Chloramphenicol (D) Tetracycline,Tetracycline,(D),"(A) TrimethoprimThe correct answer is option A, Tr",0.20645122230052948,False,33.83838383838384,36.85,16960.23
"A 2300-g (5.07-lb) male newborn is delivered at term to a 39-year-old woman. Examination shows a sloping forehead, a flat nasal bridge, increased interocular distance, low-set ears, a protruding tongue, a single palmar crease and an increased gap between the first and second toe. There are small white and brown spots in the periphery of both irises. The abdomen is distended. An x-ray of the abdomen shows two large air-filled spaces in the upper quadrant. This patient's condition is most likely associated with which of the following cardiac anomalies?",(A) Atrial septal defects (B) Atrioventricular septal defect (C) Tetralogy of Fallot (D) Ventricular septal defect,Atrioventricular septal defect,(B),(C) Tetralogy of FallotThe patient's condition is,0.4059242010116577,False,33.78151260504202,52.13,17012.36
"A 47-year-old woman comes to the physician because of a 3-week history of generalized fatigue, mild fever, abdominal pain, and nausea. She attended the state fair over a month ago, where she tried a number of regional foods, and wonders if it might have been caused by something she ate. She has also noticed darkening of her urine, which she attributes to not drinking enough water recently. She has type 2 diabetes mellitus. She drinks 1–2 beers daily. She works as nursing assistant in a rehabilitation facility. Current medications include glyburide, sitagliptin, and a multivitamin. She appears tired. Her temperature is 38.1°C (100.6°F), pulse is 99/min, and blood pressure is 110/74 mm Hg. Examination shows mild scleral icterus. The liver is palpated 2–3 cm below the right costal margin and is tender. Laboratory studies show:
Hemoglobin 10.6 g/dL
Leukocyte count 11600/mm3
Platelet count 221,000/mm3
Serum
Urea nitrogen 26 mg/dL
Glucose 122 mg/dL
Creatinine 1.3 mg/dL
Bilirubin 3.6 mg/dL
Total 3.6 mg/dL
Direct 2.4 mg/dL
Alkaline phosphatase 72 U/L
AST 488 U/L
ALT 798 U/L
Hepatitis A IgG antibody (HAV-IgG) positive
Hepatitis B surface antigen (HBsAg) positive
Hepatitis B core IgG antibody (anti-HBc) positive
Hepatitis B envelope antigen (HBeAg) positive
Hepatitis C antibody (anti-HCV) negative
Which of the following is the most likely diagnosis?""",(A) Inactive chronic hepatitis B infection (B) Acute hepatitis B infection (C) Active chronic hepatitis B infection (D) Alcoholic hepatitis,Active chronic hepatitis B infection,(C),(C) Active chronic hepatitis B inventionThe most likely diagn,0.7635848522186279,True,33.89261744966443,76.07,17088.43
"A 5-year-old boy is brought to the emergency department for evaluation of a progressive rash that started 2 days ago. The rash began on the face and progressed to the trunk and extremities. Over the past week, he has had a runny nose, a cough, and red, crusty eyes. He immigrated with his family from Turkey 3 months ago. His father and his older brother have Behcet disease. Immunization records are unavailable. The patient appears irritable and cries during the examination. His temperature is 40.0°C (104°F). Examination shows general lymphadenopathy and dry mucous membranes. Skin turgor is decreased. There is a blanching, partially confluent erythematous maculopapular exanthema. Examination of the oral cavity shows two 5-mm aphthous ulcers at the base of the tongue. His hemoglobin concentration is 11.5 g/dL, leukocyte count is 6,000/mm3, and platelet count is 215,000/mm3. Serology confirms the diagnosis. Which of the following is the most appropriate next step in management?",(A) Oral acyclovir (B) Vitamin A supplementation (C) Reassurance and follow-up in 3 days (D) Oral penicillin V,Vitamin A supplementation,(B),D,0.13654354214668274,False,33.835845896147404,33.31,17121.74
"A 7-year-old boy presents to the ER with progressive dysphagia over the course of 3 months and a new onset fever for the past 24 hours. The temperature in the ER was 39.5°C (103.1°F). There are white exudates present on enlarged tonsils (Grade 2). Routine blood work reveals a WBC count of 89,000/mm3, with the automatic differential yielding a high (> 90%) percentage of lymphocytes. A peripheral blood smear is ordered, demonstrating the findings in the accompanying image. The peripheral smear is submitted to pathology for review. After initial assessment, the following results are found on cytologic assessment of the cells:
TdT: positive
CALLA (CD 10): positive
Which of the following cell markers are most likely to be positive as well? ",(A) CD 8 (B) CD 7 (C) CD 19 (D) CD 5,CD 19,(C),(A) CD 8The correct answer is (A) CD 8,0.5140273571014404,False,33.77926421404682,39.8,17161.54
"A 74-year-old man presents to the emergency department with sudden onset of abdominal pain that is most felt around the umbilicus. The pain began 16 hours ago and has no association with meals. He has not been vomiting, but he has had several episodes of bloody loose bowel movements. He was hospitalized 1 week ago for an acute myocardial infarction. He has had diabetes mellitus for 35 years and hypertension for 20 years. He has smoked 15–20 cigarettes per day for the past 40 years. His temperature is 36.9°C (98.4°F), blood pressure is 95/65 mm Hg, and pulse is 95/min. On physical examination, the patient is in severe pain, there is a mild periumbilical tenderness, and a bruit is heard over the epigastric area. Which of the following is the most likely diagnosis?",(A) Colonic ischemia (B) Acute mesenteric ischemia (C) Peptic ulcer disease (D) Irritable bowel syndrome,Acute mesenteric ischemia,(B),B) Acute mesenteric ischemia,0.9806082844734192,True,33.889816360601,41.86,17203.4
"A 33-year-old woman, gravida 2, para 1, at 26 weeks' gestation comes to the emergency department because of frequent contractions. The contractions are 40 seconds each, occurring every 2 minutes, and increasing in intensity. Her first child was delivered by lower segment transverse cesarean section because of a nonreassuring fetal heart rate. Her current medications include folic acid and a multivitamin. Her temperature is 36.9°C (98.4°F), heart rate is 88/min, and blood pressure is 126/76 mm Hg. Contractions are felt on the abdomen. There is clear fluid in the vulva and the introitus. The cervix is dilated to 5 cm, 70% effaced, and station of the head is -2. A fetal ultrasound shows polyhydramnios, a median cleft lip, and fused thalami. The corpus callosum, 3rd ventricle, and lateral ventricles are absent. The spine shows no abnormalities and there is a four chamber heart. Which of the following is the most appropriate next step in management?",(A) Perform cesarean delivery (B) Allow vaginal delivery (C) Perform dilation and evacuation (D) Initiate nifedipine therapy,Allow vaginal delivery,(B),(A) Perform cesarean delivery,0.5668389797210693,False,33.83333333333333,36.83,17240.22
"A 34-year-old man comes to the physician for a 2-month history of an itchy rash on his forearm. He feels well otherwise and has not had any fever or chills. He returned from an archaeological expedition to Guatemala 4 months ago. Skin examination shows a solitary, round, pink-colored plaque with central ulceration on the right wrist. There is right axillary lymphadenopathy. A photomicrograph of a biopsy specimen from the lesion is shown. Which of the following is the most likely causal organism?",(A) Treponema pallidum (B) Trypanosoma brucei (C) Ancylostoma duodenale (D) Leishmania braziliensis,Leishmania braziliensis,(D),DLeishmania braziliensis,0.6828247308731079,True,33.94342762063228,30.56,17270.79
"A 59-year-old woman comes to the physician because of a 1-month history of episodic cough and shortness of breath. The cough is nonproductive and worsens when she climbs stairs and during the night. She has not had chest pain or palpitations. Eight weeks ago, she had fever, sore throat, and nasal congestion. She has a 10-year history of hypertension. She has smoked half a pack of cigarettes daily for 16 years. Her only medication is enalapril. Her pulse is 78/min, respirations are 18/min, and blood pressure is 145/95 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 96%. Diffuse end-expiratory wheezes are heard on pulmonary auscultation. An x-ray of the chest shows no abnormalities. Spirometry shows an FEV1:FVC ratio of 65% and an FEV1 of 60%. Which of the following is the most likely diagnosis?",(A) Pneumonia (B) Gastroesophageal reflux disease (C) Asthma (D) Chronic bronchitis,Asthma,(C),(C) Asthma,0.8805721998214722,True,34.053156146179404,38.51,17309.3
"A 2850-g (6-lb 5-oz) newborn is delivered at term to a 19-year-old primigravid woman via normal spontaneous vaginal delivery. The mother has had no prenatal care. Examination of the newborn in the delivery room shows a small, retracted jaw and hypoplasia of the zygomatic arch. This patient's condition is most likely caused by abnormal development of the structure that also gives rise to which of the following?",(A) Facial nerve (B) Incus (C) Greater horn of hyoid (D) Platysma,Incus,(B),(D) PlatysmaThe correct answer is (D) Platysma,0.15548041462898254,False,33.99668325041459,30.04,17339.34
"A 52-year-old woman comes to the emergency department because of epigastric abdominal pain that started after her last meal and has become progressively worse over the past 6 hours. She has had intermittent pain similar to this before, but it has never lasted this long. Her temperature is 39°C (102.2°F). Examination shows a soft abdomen with normal bowel sounds. The patient has sudden inspiratory arrest during right upper quadrant palpation. Her alkaline phosphatase, total bilirubin, amylase, and aspartate aminotransferase levels are within the reference ranges. Abdominal imaging is most likely to show which of the following findings?",(A) Dilated common bile duct with intrahepatic biliary dilatation (B) Gallstone in the cystic duct (C) Fistula formation between the gallbladder and bowel (D) Decreased echogenicity of the liver,Gallstone in the cystic duct,(B),(A) Dilated common bile duct with intrahep,0.6008285284042358,False,33.94039735099338,35.78,17375.12
"A 15-year-old boy is brought to the physician by his father because he has been waking up frequently during the night to urinate. Apart from occasional headaches, he has no other complaints. His family recently emigrated from Tanzania and his medical history is unknown. His father was diagnosed with sickle cell disease at the age of 5. Physical examination shows no abnormalities. Laboratory studies show:
Hemoglobin 14.5 g/dL
Hematocrit 44%
MCV 90 fL
Reticulocytes 1.5%
A hemoglobin electrophoresis shows:
HbA 55%
HbS 43%
HbF 1%
This patient is at greatest risk for which of the following conditions?""","(A) Clear cell renal carcinoma (B) Renal papillary necrosis (C) Functional asplenia (D) Ischemic stroke
""",Renal papillary necrosis,(B),D) Ischemic strokeThe patient is at greatest risk for an is,0.11940813064575195,False,33.88429752066116,30.8,17405.92
"A 71-year-old woman comes to the physician because of an 8-month history of fatigue. Laboratory studies show a hemoglobin concentration of 13.3 g/dL, a serum creatinine concentration of 0.9 mg/dL, and a serum alkaline phosphatase concentration of 100 U/L. Laboratory evaluation of which of the following parameters would be most helpful in determining the cause of this patient's symptoms?",(A) Cancer antigen 27-29 (B) Ferritin (C) Gamma-glutamyl transpeptidase (D) Calcitriol,Gamma-glutamyl transpeptidase,(C),(A) Cancer antigen 27-29The most helpful,0.19404737651348114,False,33.82838283828383,32.29,17438.21
"A laboratory physician investigates the chromosomes of a fetus with a suspected chromosomal anomaly. She processes a cell culture obtained by amniocentesis. Prior to staining and microscopic examination of the fetal chromosomes, a drug that blocks cell division is added to the cell culture. In order to arrest chromosomes in metaphase, the physician most likely added a drug that is also used for the treatment of which of the following conditions?",(A) Trichomonas vaginitis (B) Acute gouty arthritis (C) Herpes zoster (D) Testicular cancer,Acute gouty arthritis,(B),(D) Testicular cancerThe correct answer is (D) Testicular cancer,0.06470854580402374,False,33.77265238879736,31.17,17469.38
"Following gastric surgery, a 45-year-old woman complains of severe nausea and vomiting on the 2nd postoperative day. On physical examination, her vitals are stable and examination of the abdomen reveals no significant abnormality. The patient is already receiving a maximum dosage of ondansetron. Metoclopramide is given, and she experiences significant relief from nausea and vomiting. Which of the following best explains the mechanism of action of this drug?",(A) Inhibition of dopamine receptors in the area postrema (B) Stimulation of motilin receptors in gastrointestinal smooth muscle (C) Enhancement of small intestinal and colonic motility by dopamine antagonism (D) Decreased esophageal peristaltic amplitude,Inhibition of dopamine receptors in the area postrema,(A),(A) Inhibition of dopamine receptors in the area,0.8560540080070496,True,33.881578947368425,34.59,17503.98
A 32-year-old woman is found unconscious on the office floor just before lunch by her colleagues. She had previously instructed them on the location of an emergency kit in case this ever happened so they are able to successfully inject her with the substance inside. Her past medical history is significant for type 1 diabetes for which she takes long acting insulin as well as periprandial rapid acting insulin injections. She has previously been found unconscious once before when she forgot to eat breakfast. The substance inside the emergency kit most likely has which of the following properties.,(A) Promotes gluconeogenesis in the liver (B) Promotes glucose release from skeletal muscles (C) Promotes glucose uptake in muscles (D) Promotes glycogen formation in the liver,Promotes gluconeogenesis in the liver,(A),The substance inside the emergency kit most likely has property (A),0.02797827310860157,True,33.99014778325123,33.76,17537.74
"A 6-year-old girl is brought to the physician because of a generalized pruritic rash for 3 days. Her mother has noticed fluid oozing from some of the lesions. She was born at term and has been healthy except for an episode of bronchitis 4 months ago that was treated with azithromycin. There is no family history of serious illness. Her immunization records are unavailable. She attends elementary school but has missed the last 5 days. She appears healthy. Her temperature is 38°C (100.4°F). Examination shows a maculopapular rash with crusted lesions and vesicles over the entire integument, including the scalp. Her hemoglobin concentration is 13.1 g/dL, leukocyte count is 9800/mm3, and platelet count is 319,000/mm3. Which of the following is the most appropriate next best step?",(A) Vitamin A therapy (B) Rapid strep test (C) Tzanck test (D) Calamine lotion,Calamine lotion,(D),(B) Rapid strep test,-0.024786699563264847,False,33.9344262295082,35.22,17572.96
