question,options,correct_answer,correct_index,inference,similarity,is_correct,accumulated_accuracy,cycle_time (sec),elapsed_time (sec)
"A 38-year-old man presents to the emergency department due to severe alcohol intoxication. The patient is agitated and refuses to answer any questions in regards to his medical history. The vital signs are within normal limits. The complete blood count results demonstrate hemoglobin of 11.5 g/dL, hematocrit of 39%, and mean corpuscular volume of 77 μm3. Using a special dye, the histology demonstrates blue-colored rings in the peripheral smear. What are the most likely findings on the ferritin, total iron-binding capacity, and serum iron levels?","(A) Ferritin: ↓, total iron-binding capacity: ↓, serum iron: ↓ (B) Ferritin: normal, total iron binding capacity: normal, serum iron: normal (C) Ferritin: ↑, total iron-binding capacity: ↓, serum iron: ↑ (D) Ferritin: ↑, total iron-binding capacity: ↓, serum iron: ↓","Ferritin: ↑, total iron-binding capacity: ↓, serum iron: ↑",(C),"(B) Ferritin: normal, total iron binding capacity: normal,",0.899085999,TRUE,35.55836761,4.99,15917.98
"A 5-year-old boy is brought to see his pediatrician because of painless swelling in both legs and around his eyes. His mother reports that it is worse in the morning and these symptoms have started 4 days ago. The child has just recovered from a severe upper respiratory tract infection 8 days ago. The boy was born at 39 weeks gestation via spontaneous vaginal delivery. He is up to date on all vaccines and is meeting all developmental milestones. Today, his blood pressure is 110/65 mm Hg, the heart rate is 90/min, the respiratory rate is 22/min, and the temperature is 36.8°C (98.2°F). On physical examination, his face is edematous and there is a 2+ pitting edema over both legs up to his hips. Laboratory results are shown.
Serum albumin 2.4 g/dL
Serum triglycerides 250 mg/dL
Serum cholesterol 300 mg/dL
Urine dipstick 4+ protein
Which of the following is the best initial therapy for this patient’s condition?",(A) Albumin infusion (B) Enalapril (C) Prednisolone and cyclophosphamide (D) Prednisolone,Prednisolone,(D),(B) Enalapril,0.191593975,FALSE,35.54712207,5.53,15923.5
"A 56-year-old man is brought to the Emergency Department with intense chest pain that radiates to his left arm and jaw. He also complains of feeling lightheaded. Upon arrival, his blood pressure is 104/60 mm Hg, pulse is 102/min, respiratory rate is 25/min, body temperature is 36.5°C (97.7°F), and oxygen saturation is 94% on room air. An electrocardiogram shows an ST-segment elevation in I, aVL, and V5-6. The patient is transferred to the cardiac interventional suite for a percutaneous coronary intervention. The patient is admitted to the hospital after successful revascularization. During his first night on the ICU floor his urinary output is 0.15 mL/kg/h. Urinalysis shows muddy brown casts. Which of the following outcomes specific to the patient’s condition would you expect to find?",(A) Urinary osmolality 900 mOsmol/kg (normal: 500–800 mOsmol/kg) (B) Urinary osmolality 550 mOsmol/kg (normal: 500–800 mOsmol/kg) (C) Blood urea nitrogen (BUN):Serum creatinine ratio (Cr) > 20:1 (D) Blood urea nitrogen (BUN):Serum creatinine ratio (Cr) < 15:1,Blood urea nitrogen (BUN):Serum creatinine ratio (Cr) < 15:1,(D),(A) Urinary osmolality 900 mOsm,0.160946861,FALSE,35.53588365,7.06,15930.57
"A previously-healthy 24-year-old male is admitted to the intensive care unit following a motorcycle crash. He sustained head trauma requiring an emergency craniotomy, has burns over 30% of his body, and a fractured humerus. His pain is managed with a continuous fentanyl infusion. Two days after admission to the ICU he develops severe hematemesis. What is the mechanism underlying the development of his hematemesis?",(A) Gastric mucosal disruption (B) Increased gastric acid production (C) Answers 1 and 2 (D) Fentanyl overuse,Answers 1 and 2,(C),(A) Gastric mucosal disruption.,0.05283384,FALSE,35.52465234,3.44,15934.01
An 18-year-old man presents with a sudden loss of consciousness while playing college football. There was no history of a concussion. Echocardiography shows left ventricular hypertrophy and increased thickness of the interventricular septum. Which is the most likely pathology underlying the present condition?,(A) Mutation in the myosin heavy chain (B) Drug abuse (C) Viral infection (D) Autoimmunity of myocardial fibers,Mutation in the myosin heavy chain,(A),(D) Autoimmunity of myocardial fibers.,0.302447259,FALSE,35.51342812,3.23,15937.24
"A 69-year-old man is brought to the emergency department because of severe abdominal pain radiating to his left flank for 30 minutes. He is weak and has been unable to stand since the onset of the pain. He vomited twice on the way to the hospital. He has not passed stools for 3 days. He has hypertension, coronary heart disease, and peptic ulcer disease. He has smoked half a pack of cigarettes daily for 46 years. Current medications include enalapril, metoprolol, aspirin, simvastatin, and pantoprazole. He appears ill. His temperature is 37°C (98.6°F), pulse is 131/min, respirations are 31/min, and blood pressure is 82/56 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 92%. The lungs are clear to auscultation. Cardiac examination shows no abnormalities. Examination shows a painful pulsatile abdominal mass. Intravenous fluid resuscitation is begun. Which of the following is the most appropriate next step in management?",(A) Supine and erect x-rays of the abdomen (B) Open emergency surgery (C) Transfusion of packed red blood cells (D) Colonoscopy,Open emergency surgery,(B),The most appropriate next step in management is (A) Supine and erect,0.175593913,FALSE,35.50221099,6.08,15943.32
"A 35-year-old man comes to the emergency department with fever, chills, dyspnea, and a productive cough. His symptoms began suddenly 2 days ago. He was diagnosed with HIV 4 years ago and has been on triple antiretroviral therapy since then. He smokes one pack of cigarettes daily. He is 181 cm (5 ft 11 in) tall and weighs 70 kg (154 lb); BMI is 21.4 kg/m2. He lives in Illinois and works as a carpenter. His temperature is 38.8°C (101.8°F), pulse is 110/min, respirations are 24/min, and blood pressure is 105/74 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 92%. Examinations reveals crackles over the right lower lung base. The remainder of the examination shows no abnormalities. Laboratory studies show:
Hemoglobin 11.5 g/dL
Leukocyte count 12,800/mm3
Segmented neutrophils 80%
Eosinophils 1%
Lymphocytes 17%
Monocytes 2%
CD4+ T-lymphocytes 520/mm3(N ≥ 500)
Platelet count 258,000/mm3
Serum
Na+ 137 mEq/L
Cl- 102 mEq/L
K+ 5.0 mEq/L
HCO3- 22 mEq/L
Glucose 92 mg/dL
An x-ray of the chest shows a right lower-lobe infiltrate of the lung. Which of the following is the most likely causal organism?""",(A) Staphylococcus aureus (B) Cryptococcus neoformans (C) Streptococcus pneumoniae (D) Pneumocystis jirovecii,Streptococcus pneumoniae,(C),(C) Streptococcus pneumoniae.,0.968477964,TRUE,35.52257657,10.07,15953.39
"A 5-month-old boy is brought to his pediatrician because his parents have noticed that he has very restricted joint movement. He was born at home without prenatal care, but they say that he appeared healthy at birth. Since then, they say that he doesn't seem to move very much and is hard to arouse. Physical exam reveals coarse facial structures and hepatosplenomegaly. Radiography reveals skeletal malformations, and serum tests show high plasma levels of lysosomal enzymes. The production of which of the following substances will most likely be disrupted in this patient?",(A) Glucocerebroside (B) GM3 (C) Heparin sulfate (D) Mannose-6-phosphate,Mannose-6-phosphate,(D),(B) GM3.,0.263862312,FALSE,35.51136364,3.77,15957.16
"A 32-year-old man comes to the physician for a 1-month history of fever, chest pain with deep breathing, and a 4-kg (9 lb) weight loss. His temperature is 38°C (100.4°F). An x-ray of the chest shows a subpleural nodule in the right lower lobe with right hilar lymphadenopathy. Histological examination of a right hilar lymph node biopsy specimen shows several granulomas with acellular cores. Which of the following is the most likely diagnosis?",(A) Hodgkin lymphoma (B) Primary tuberculosis (C) Miliary tuberculosis (D) Pulmonary sarcoidosis,Primary tuberculosis,(B),(B) Primary tuberculosis.,0.943910241,TRUE,35.53171347,3.77,15960.93
"A 56-year-old man presents with breathlessness and altered mental status. The patient’s daughter says that he has been having high fever and cough for the last 3 days. Past medical history is significant for a recent hospitalization 5 days ago, following a successful coronary artery bypass grafting (CABG). In the post-operative period, he was in an intensive care unit (ICU) for 6 days, including 12 hours on mechanical ventilation. Current medications are aspirin and rosuvastatin. The patient’s daughter mentions that he has had anaphylactic reactions to penicillin in the past. His temperature is 39.4°C (103°F), pulse rate is 110/min, blood pressure is 104/78 mm Hg, and respiratory rate is 30/min. On physical examination, the patient is confused and disoriented and shows signs of respiratory distress and cyanosis. On chest auscultation, there is crepitus in the right lung. The patient is immediately started on oxygen therapy, intravenous fluids, and supportive care. After the collection of appropriate samples for bacteriological culture, treatment with empirical intravenous antibiotics are started. After 24 hours of treatment, the microbiology results indicate Pseudomonas aeruginosa infection. Antibiotic therapy is changed to a combination of aztreonam and tobramycin. Which of the following best describes the rationale for choosing this antibiotic combination?",(A) Broad-spectrum coverage against gram-positive cocci by adding tobramycin to aztreonam (B) Effective combination of a bactericidal and a bacteriostatic antimicrobial against Pseudomonas aeruginosa (C) Synergism of aztreonam with tobramycin (D) Broad-spectrum coverage against anaerobes by adding tobramycin to aztreonam,Synergism of aztreonam with tobramycin,(C),(B) Effective combination of a bactericidal and a bacter,0.301567912,FALSE,35.52050473,9.67,15970.6
"A 9-year-old girl is brought to the emergency department with a headache and double vision 1 hour after being hit on the head while playing with a friend. Her friend's elbow struck her head, just above her left ear. She did not lose consciousness, but her mother reports that she was confused for 20 minutes after the incident and did not recall being hit. She appears healthy. She is alert and oriented to person, place, and time. Her temperature is 37.2°C (99°F), pulse is 86/min, respirations are 15/min, and blood pressure is 118/78 mmHg. Examination shows the head tilted toward the right shoulder. A photograph of the eyes at primary gaze is shown. There is mild tenderness to palpation over the left temporal bone. Visual acuity is 20/20 in both eyes when tested independently. The patient's left eye hypertropia worsens with right gaze and when the patient tilts her head toward her left shoulder. The pupils are equal and reactive to light. Muscle strength and sensation are intact bilaterally. Deep tendon reflexes are 2+ bilaterally. Plantar reflex shows a flexor response. Which of the following is the most likely cause of this patient's ocular symptoms?",(A) Oculomotor nerve damage (B) Retrobulbar hemorrhage (C) Trochlear nerve damage (D) Dorsal midbrain damage,Trochlear nerve damage,(C),(B) Retrobulbar hemorrhage.,0.217695117,FALSE,35.50930306,6.74,15977.34
"An 8-year-old girl is brought to the emergency department by her parents with severe difficulty in breathing for an hour. She is struggling to breathe. She was playing outside with her friends, when she suddenly fell to the ground, out of breath. She was diagnosed with asthma one year before and has since been on treatment for it. At present, she is sitting leaning forward with severe retractions of the intercostal muscles. She is unable to lie down. Her parents mentioned that she has already taken several puffs of her inhaler since this episode began but without response. On physical examination, her lungs are hyperresonant to percussion and there is decreased air entry in both of her lungs. Her vital signs show: blood pressure 110/60 mm Hg, pulse 110/min, respirations 22/min, and a peak exploratory flow rate (PEFR) of 50%. She is having difficulty in communicating with the physician. Her blood is sent for evaluation and a chest X-ray is ordered. Her arterial blood gas reports are as follows:
PaO2 50 mm Hg
pH 7.38
PaCO2 47 mm Hg
HCO3 27 mEq/L
Which of the following is the most appropriate next step in management?",(A) Methacholine challenge test (B) Inhaled corticosteroid (C) Intravenous corticosteroid (D) Mechanical ventilation,Mechanical ventilation,(D),(C) Intravenous corticosteroid,0.108237416,FALSE,35.49810845,6.43,15983.77
"A 12-hour-old newborn is found to have difficulty breathing and bluish skin appearance by the shift nurse. The birth was unremarkable and the mother is known to be diabetic. The child is examined by the on-call physician, who detects a single loud S2. The chest X-ray shows an 'egg-shaped' heart. Which medication below would possibly prevent further progression of the patient’s symptoms?",(A) Indomethacin (B) Low-dose aspirin (C) Prostaglandins E2 (D) Vitamin K,Prostaglandins E2,(C),(B) Low-dose aspirin.,0.211273402,FALSE,35.4869209,3.32,15987.08
A 68-year-old woman was recently diagnosed with pancreatic cancer. At what point should her physician initiate a discussion with her regarding advance directive planning?,"(A) Now that she is ill, speaking about advanced directives is no longer an option (B) At this visit (C) Once she enters hospice (D) Only if she initiates the conversation",At this visit,(B),(B) At this visit.,0.867411792,TRUE,35.50724638,2.59,15989.67
"A 38-year-old woman comes to the physician for a follow-up visit. She has a 2-year history of depressed mood and fatigue accompanied by early morning awakening. One week ago, she started feeling a decrease in her need for sleep and now feels rested after about 5 hours of sleep per night. She had two similar episodes that occurred 6 months ago and a year ago, respectively. She reports increased energy and libido. She has a 4-kg (8.8-lb) weight loss over the past month. She does not feel the need to eat and says she derives her energy """"from the universe"""". She enjoys her work as a librarian. She started taking fluoxetine 3 months ago. On mental exam, she is alert and oriented to time and place; she is irritable. She does not have auditory or visual hallucinations. Physical examination shows no abnormalities. Which of the following is the most likely diagnosis?""","(A) Medication-induced bipolar disorder (B) Bipolar disorder with rapid cycling (C) Schizoaffective disorder (D) Cyclothymic disorder
""","Cyclothymic disorder
""",(D),The most likely diagnosis for this patient is (A) Medication-indu,0.302906573,FALSE,35.49606299,5.25,15994.93
A 33-year-old man presents to his primary care physician with shoulder pain. He states that he can't remember a specific instance when the injury occurred. He is a weight lifter and competes in martial arts. The patient has no past medical history and is currently taking a multivitamin. Physical exam demonstrates pain with abduction of the patient's right shoulder and with external rotation of the right arm. There is subacromial tenderness with palpation. His left arm demonstrates 10/10 strength with abduction as compared to 4/10 strength with abduction of the right arm. Which of the following best confirms the underlying diagnosis?,(A) MRI (B) Physical exam and history (C) Radiography (D) Ultrasound,MRI,(A),(B) Physical exam and history.,0.175948113,FALSE,35.48488665,3.83,15998.76
"A 10-year-old boy comes to the physician because of a 4-month history of intermittent red urine. During the past 2 years, he has had recurrent episodes of swelling of his face and feet. Five years ago, he was diagnosed with mild bilateral sensorineural hearing loss. His uncle died of kidney disease in his twenties. His blood pressure is 145/85 mm Hg. Laboratory studies show a hemoglobin concentration of 12.5 g/dL, urea nitrogen concentration of 40 mg/dL, and creatinine concentration of 2.4 mg/dL. Urinalysis shows 5–7 RBC/hpf. Which of the following is the most likely underlying cause of this patient's symptoms?",(A) Defective type IV collagen (B) Phospholipase A2 receptor antibody (C) Prior streptococcal infection (D) Vascular IgA deposits,Defective type IV collagen,(A),(D) Vascular IgA deposits.,0.267310202,FALSE,35.47371734,4.6,16003.36
"A 45-year-old man with a history of epilepsy comes to the physician for a follow-up examination. He has had trouble moving the right side of his body for 2 weeks. Three weeks ago he was admitted to the hospital for a generalized convulsive seizure. He was treated with intravenous lorazepam and phenytoin; the seizure activity resolved after 50 minutes on EEG monitoring. He was discharged 2 days later after no further epileptic activity occurred. Physical examination at discharge showed no abnormalities. He has had multiple hospitalizations for similar episodes over the past year. His only medication is lamotrigine, though he says that he sometimes forgets to take it. His temperature is 37°C (98.6°F), pulse is 70/min, and blood pressure is 130/80 mm Hg. Physical examination shows right-sided hemiparesis, right homonymous hemianopsia, and receptive aphasia. Which of the following is the most likely underlying cause of this patient's current symptoms?",(A) Brain abscess (B) Cortical laminar necrosis (C) Intraventricular hemorrhage (D) Ruptured intracranial aneurysm,Cortical laminar necrosis,(B),(B) Cortical laminar necrosis.,0.969111562,TRUE,35.4940214,5.83,16009.19
"A 28-year-old patient presents to the hospital complaining of progressively worsening dyspnea and a dry cough. Radiographic imaging is shown below. Pulmonary function testing (PFT's) reveals a decreased FEV1 and FEV1/FVC, but an increase TLC. The patient states that he does not smoke. Which of the following conditions is most consistent with the patients symptoms?",(A) Chronic bronchitis (B) Alpha1-antitrypsin deficiency (C) Pneumothorax (D) Asthma,Alpha1-antitrypsin deficiency,(B),(D) Asthma.,0.062900543,FALSE,35.48285624,3.15,16012.35
"A 25-year-old man presents to the clinic with a complaint of lightheadedness when standing up from his bed in the morning and then from his chair at work. He has had similar complaints for many months, and the symptoms have not improved despite drinking lots of fluids, eating regular meals, and taking daily multivitamin. His daily routine is disturbed as he finds himself getting up very slowly to avoid the problem. This has created some awkward situations at his workplace and in social settings. His blood pressure while seated is 120/80 mm Hg, and upon standing it falls to 100/68 mm Hg. The physical examination is unremarkable except for a strong odor suggestive of marijuana use. The patient denies drug use and insists the odor is due to his roommate who smokes marijuana for medical purposes. No pallor or signs of dehydration are seen. The lab results are as follows:
Serum Glucose 90 mg/dL
Sodium 140 mEq/L
Potassium 4.1 mEq/L
Chloride 100 mEq/L
Serum Creatinine 0.8 mg/dL
Blood Urea Nitrogen 9 mg/dL
Hemoglobin (Hb) Concentration 15.3 g/dL
Mean Corpuscular Volume (MCV) 83 fl
Reticulocyte count 0.5%
Erythrocyte count 5.3 million/mm3
Platelet count 200,000/mm3
The ECG shows no abnormal finding. Which of the following could alleviate this patient’s symptoms?",(A) Alpha 1 receptor activation (B) Carotid massage (C) Increased parasympathetic stimulation (D) Inhibition of the baroreceptor response,Alpha 1 receptor activation,(A),(C) Increased parasympathetic stimulation,0.163428754,FALSE,35.47169811,8.87,16021.22
"A 6-year-old girl is brought to the clinic for evaluation of malaise and low-grade fever over the past 3 days. In the last 24 hours, she developed sores and pain in her mouth. She also had vesicles on her hands and feet. Her past medical history was benign and the immunization history was up-to-date. The oral temperature was 36.1°C (97.0°F). The physical examination revealed several erythematous macules in the oropharynx and small oval vesicles with an erythematous base on the palms. What is the next best step in the management of this patient?",(A) Supportive care (B) Aspirin (C) Corticosteroids (D) Penicillin,Supportive care,(A),(A) Supportive care.,0.90869391,TRUE,35.49198365,3.74,16024.96
"A 37-year-old woman presents with a 3-day history of fever. Past medical history is significant for chronic schizophrenia, managed with an antipsychotic medication. The patient has a low-grade fever and is slightly tachycardic. Physical examination is significant for the presence of tonsillar exudates. A CBC shows a markedly decreased WBC count. The patient’s antipsychotic medication is immediately discontinued. Which of the following is the antipsychotic medication that could have caused this problem?",(A) Quetiapine (B) Risperidone (C) Clozapine (D) Haloperidol,Clozapine,(C),(D) Haloperidol.,0.177266717,FALSE,35.48082967,3.3,16028.26
"A 61-year-old man is brought to the emergency department because of increasing weakness of his right arm and leg that began when he woke up that morning. He did not notice any weakness when he went to bed the night before. He has hypertension and hypercholesterolemia. Current medications include hydrochlorothiazide and atorvastatin. He is alert and oriented to person, time, place. His temperature is 36.7°C (98°F), pulse is 91/min, and blood pressure is 132/84 mm Hg. Examination shows drooping of the right side of the face. Muscle strength is decreased in the right upper and lower extremities. Deep tendon reflexes are 4+ on the right side. Sensation is intact. His speech is normal in rate and rhythm. The remainder of the examination shows no abnormalities. An infarction of which of the following sites is the most likely cause of this patient's symptoms?","(A) Posterior limb of the left internal capsule (B) Base of the left pons (C) Left lateral medulla (D) Left cerebellar vermis
""",Posterior limb of the left internal capsule,(A),(B) Base of the left pons.,0.301009148,FALSE,35.46968269,5.37,16033.63
"A 65-year-old woman comes to the physician because of a 1-month history of persistent epigastric abdominal pain. She reports dull, aching pain that is worse after meals and wakes her up at night. She is afraid to eat, as it worsens the pain, and has had a 2-kg (4.4-lb) weight loss during this time. She has smoked a pack of cigarettes daily for the past 40 years. Her only medication is a calcium supplement. Her vital signs are within normal limits. She appears thin. Examination shows yellow discoloration of the sclera. The remainder of the examination shows no abnormalities. Laboratory studies show a total bilirubin of 9.8 mg/dL, direct bilirubin of 8.6 mg/dL, and an alkaline phosphatase of 120 IU/L. Abdominal ultrasonography shows dilation of the biliary and pancreatic ducts but no pancreatic or extrahepatic biliary lesions. Which of the following is the most appropriate next step in management?",(A) Colonoscopy (B) Contrast-enhanced abdominal CT (C) Endoscopic ultrasonography (D) Endoscopic retrograde cholangiopancreatography,Contrast-enhanced abdominal CT,(B),(B) Contrast-enhanced abdominal CT. The patient,0.947109103,TRUE,35.48994975,5.77,16039.4
"A 73-year-old male presents to the ED with several days of fevers, cough productive of mucopurulent sputum, and pleuritic chest pain. He has not been to a doctor in 30 years because he “has never been sick”. His vital signs are: T 101F, HR 98, BP 100/55, RR 31. On physical exam he is confused and has decreased breath sounds and crackles on the lower left lobe. Gram positive diplococci are seen in the sputum. Which of the following is the most appropriate management for his pneumonia?",(A) Oral Penicillin V and outpatient follow-up (B) IV Penicillin G and inpatient admission (C) Azithromycin and outpatient follow-up (D) Levofloxacin and outpatient follow-up,IV Penicillin G and inpatient admission,(B),(B) IV Penicillin G and inpatient admission.,0.980439782,TRUE,35.51020408,4.57,16043.97
"A 48-year-old male accountant presents to the family practice clinic for his first health check-up in years. He has no complaints, and as far as he is concerned, he is well. He does not have any known medical conditions. With respect to the family history, the patient reports that his wife's brother died of a heart attack at 35 years of age. His blood pressure is 140/89 mm Hg and his heart rate is 89/min. Physical examination is otherwise unremarkable. What is the single best initial management for this patient?",(A) Return to the clinic for a repeat blood pressure reading and counseling on the importance of aerobic exercise. (B) Try angiotensin-converting enzyme inhibitor. (C) Treat the patient with beta-blockers. (D) The patient does not require any treatment.,Return to the clinic for a repeat blood pressure reading and counseling on the importance of aerobic exercise.,(A),(A) Return to the clinic for a repeat blood pressure reading and coun,0.68156743,TRUE,35.5304457,4.35,16048.32
"A 24-year-old man, an information technology professional, gets himself tested for serum immunoglobulin M (IgM) levels because he wants to know more about his immunity. He knows that IgM levels reflect the status of his immunity, based on the internet. Although the laboratory report is normal, he consults a physician. The physician discusses human immunity and its important components. He also tells him that most circulating IgM antibodies in the blood of normal persons are produced by a specific type of B cell, which is present mostly in the peritoneal cavity and in mucosal tissues. He also mentions that these cells are components of innate immunity. Which of the following types of B cells is the physician referring to?",(A) B-1 B cells (B) Follicular B cells (C) Memory B cells (D) Naïve B cells,B-1 B cells,(A),(B) Follicular B cells. Explanation: The physician,0.619196534,FALSE,35.51929714,4.31,16052.63
"A 37-year-old man presents to his gastroenterologist due to a transaminitis found by his primary care physician (PCP). He reports currently feeling well and has no acute concerns. Medical history is significant for ulcerative colitis treated with 5-aminosalicylate. He recently went on a trip to Mexico and experienced an episode of mild diarrhea. The patient is 5 ft 4 in and weighs 220 lbs (99.8 kg). His temperature is 98°F (36.7°C), blood pressure is 138/88 mmHg, pulse is 90/min, and respirations are 18/min. Physical examination is unremarkable. Laboratory testing demonstrates:

Leukocyte count: 7,200 /mm^3
Alkaline phosphatase: 205 U/L
Aspartate aminotransferase (AST): 120 U/L
Alanine aminotransferase (ALT): 115 U/L
Perinuclear antineutrophil cytoplasmic antibody (pANCA): Positive
Antimitochondrial antibody: Negative

Which of the following is most likely the diagnosis?",(A) Acute cholecystitis (B) Choledocholithiasis (C) Primary biliary cirrhosis (D) Primary sclerosing cholangitis,Primary sclerosing cholangitis,(D),(D) Primary sclerosing cholangitis,0.96030879,TRUE,35.53952321,6.64,16059.27
"A 33-year-old man comes to the emergency department because of a pounding headache for the past 3 hours. The pain is 8 out of 10 in intensity, does not radiate, and is not relieved by ibuprofen. He also has associated dizziness, blurring of vision, and palpitations. He has had similar episodes over the last 6 months but none this severe. He has not had fever, weight change, or loss of appetite. He underwent an appendectomy at the age of 18. His father died of renal cancer. He is diaphoretic. His temperature is 36.8°C (98.4°F), pulse is 112/min, and blood pressure is 220/130 mm Hg. Physical examination shows no abnormalities. Laboratory studies show:
Hemoglobin 14.8 g/dL
Leukocyte count 9600/mm3
Platelet count 345,000/mm3
Serum
Glucose 112 mg/dL
Na+ 137 mEq/L
K+ 4.2 mEq/L
Cl- 105 mEq/L
Creatinine 1.0 mg/dL
Urine dipstick shows no abnormalities. Which of the following findings on imaging is the most likely explanation for this patient's symptoms?""",(A) Paravertebral mass (B) Meningeal mass (C) Adrenal medullary mass (D) Intracranial hemorrhage,Adrenal medullary mass,(C),(B) Meningeal mass.,0.393605232,FALSE,35.5283788,6.98,16066.25
"A 65-year-old male with multiple comorbidities presents to your office complaining of difficulty falling asleep. Specifically, he says he has been having trouble breathing while lying flat very shortly after going to bed. He notes it only gets better when he adds several pillows, but that sitting up straight is an uncomfortable position for him in which to fall asleep. What is the most likely etiology of this man's sleeping troubles?",(A) Obstructive sleep apnea (B) Myasthenia gravis (C) Right-sided heart failure (D) Left-sided heart failure,Left-sided heart failure,(D),(A) Obstructive sleep apnea.,0.158160895,FALSE,35.51724138,3.31,16069.56
"A previously healthy 2-month-old girl is brought to the emergency department because her lips turned blue while passing stools 30 minutes ago. She is at the 40th percentile for length and below the 35th percentile for weight. Pulse oximetry on room air shows an oxygen saturation of 65%, which increases to 76% on administration of 100% oxygen. Physical examination shows perioral cyanosis and retractions of the lower ribs with respiration. Cardiac examination shows a harsh grade 2/6 systolic crescendo-decrescendo murmur heard best at the left upper sternal border. Which of the following is most likely to improve this patient's symptoms?",(A) Elevation of the lower extremities (B) Administration of indomethacin (C) Hyperextension of the neck (D) Knee to chest positioning,Knee to chest positioning,(D),(B) Administration of indomethacin.,0.111226819,FALSE,35.50611094,4.4,16073.96
"A newborn male is evaluated in the hospital nursery two hours after birth. The patient was born at 39 weeks of gestation to a 30-year-old primigravid via vaginal delivery. The patient’s mother received routine prenatal care, and the pregnancy was uncomplicated. The patient’s anatomy ultrasound at 20 weeks of gestation was unremarkable. The patient’s mother denies any family history of genetic diseases. The patient’s Apgar scores were notable for poor muscle tone at both one and five minutes of life. The patient’s birth weight is 2.6 kg (5 lb 11 oz), which is at the 5th percentile. His height and head circumference are in the 15th and 3rd percentile, respectively. On physical exam, the patient has a wide nasal bridge, downslanting palpebral fissures, and widely spaced eyes. He has good respiratory effort with a high-pitched cry. This patient is most likely to have experienced a deletion on which of the following chromosomes?",(A) 4p (B) 5p (C) 5q (D) 15q,5p,(B),(B) 5p.,0.82076782,TRUE,35.52631579,5.25,16079.21
"A 44-year-old male presents to his primary care physician with complaints of fatigue, muscle weakness, cramps, and increased urination over the past several weeks. His past medical history is significant only for hypertension, for which he was started on hydrochlorothiazide (HCTZ) 4 weeks ago. Vital signs at today's visit are as follows: T 37.2, HR 88, BP 129/80, RR 14, and SpO2 99%. Physical examination does not reveal any abnormal findings. Serologic studies are significant for a serum potassium level of 2.1 mEq/L (normal range 3.5-5.0 mEq/L). Lab-work from his last visit showed a basic metabolic panel and complete blood count results to all be within normal limits. Which of the following underlying diseases most likely contributed to the development of this patient's presenting condition?",(A) Syndrome of Inappropriate Antidiuretic Hormone Secretion (SIADH) (B) Pituitary adenoma (C) Hyperaldosteronism (D) Cushing's disease,Hyperaldosteronism,(C),(A) Syndrome of Inappropriate Antidiuretic,0.327199638,FALSE,35.51518948,5.62,16084.83
"A 50-year-old man presents the emergency department for intense chest pain, profuse sweating, and shortness of breath. The onset of these symptoms was 3 hours ago. The chest pain began after a heated discussion with a colleague at the community college where he is employed. Upon arrival, he is found conscious and responsive; the vital signs include a blood pressure of 130/80 mm Hg, a heart rate at 90/min, a respiratory rate at 20/min, and a body temperature of 36.4°C (97.5°F). His medical history is significant for hypertension diagnosed 7 years ago, which is well-controlled with a calcium channel blocker. The initial electrocardiogram (ECG) shows ST-segment depression in multiple consecutive leads, an elevated cardiac troponin T level, and normal kidney function. Which of the following would you expect to find in this patient?",(A) Ventricular pseudoaneurysm (B) Subendocardial necrosis (C) Incomplete occlusion of a coronary artery (D) Coronary artery spasm,Subendocardial necrosis,(B),(B) Subendocardial necrosis. Rationale:,0.874618292,TRUE,35.53537884,5.27,16090.1
The patient is admitted to the hospital. A stereotactic brain biopsy of the suspicious lesion is performed that shows many large lymphocytes with irregular nuclei. Which of the following is the most appropriate treatment?,(A) Intrathecal glucocorticoids (B) Temozolomide (C) Methotrexate (D) Surgical resection,Methotrexate,(C),(D) Surgical resection.,0.108759359,FALSE,35.52425665,2.78,16092.88
You are counseling a mother whose newborn has just screened positive for a deficit of phenylalanine hydroxylase enzyme. You inform her that her child will require dietary supplementation of which of the following?,(A) Leucine (B) Aspartame (C) Tyrosine (D) Niacin,Tyrosine,(C),(A) Leucine. Explanation: Phenylalan,0.272674143,FALSE,35.51314143,2.94,16095.82
"A 35-year-old male is brought to the physician by his wife who is concerned because he has begun to demonstrate odd behavior which has worsened over the past several months. She states that he has become very aggressive and at times will have sudden, jerky movements which he is unable to control. The patient states that his father had the same problem which he died of at age 69. The patient had a recent, ""cold,"" with fevers, chills and, ""throat pain,"" which resolved on its own, ""some time ago."" Which of the following is true of this disease?",(A) A mutation in ATP7B on chromosome 13 is responsible (B) Erythema marginatum is a complication associated with this disease (C) Overactivity of dopamine in the mesolimbic pathway is the underlying pathology (D) It demonstrates anticipation,It demonstrates anticipation,(D),(A) A mutation in ATP7B on chromosome 1,-0.006186582,FALSE,35.50203316,4.35,16100.17
A 20-year-old male with no significant medical history comes to you with a urine positive for fructose. He does not have diabetes mellitus. Which enzyme is most likely to be deficient in this patient?,(A) Aldolase B (B) Fructokinase (C) Pyruvate kinase (D) Lactase,Fructokinase,(B),(B) Fructokinase.,0.95999074,TRUE,35.52220138,2.74,16102.91
