sequence,complexity,length_type,language,q_length,answer,a_length,temperature,real_code,print_code,no_code,explanation,no_sense
"Complexity: 4[ 72, 106, 139, 165, 171, 192, 199, 429, 453, 47]",4,0,INTERCAL,182,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #0
PLEASE DO ,4 <- #10
DO ,5 <- #72
DO ,6 <- #34
DO ,7 <- #33
DO ,8 <- #26
DO ,9 <- #6
DO ,10 <- #21
DO ,11 <- #7
DO ,12 <- #230
DO ,13 <- #24
DO ,14 <- #24
PLEASE DO ,15 <- #1
DO ,16 <- #1
PLEASE DO ,17 <- #1
DO COME FROM (1000)
PLEASE DO (1000) NEXT
DO ,1 SUB #1 <- ',5
DO ,2 SUB #1 <- ',6
DO ,3 SUB #1 <- ',7
DO ,4 SUB #1 <- ',8
DO ,5 SUB #1 <- ',9
DO ,6 SUB #1 <- ',10
DO ,7 SUB #1 <- ',11
DO ,8 SUB #1 <- ',12
DO ,9 SUB #1 <- ',13
DO ,10 SUB #1 <- ',14
DO READ OUT ,1
DO READ OUT ,2
DO READ OUT ,3
DO READ OUT ,4
DO READ OUT ,5
DO READ OUT ,6
DO READ OUT ,7
DO READ OUT ,8
DO READ OUT ,9
DO READ OUT ,10
PLEASE GIVE UP
```",672,0.5,0,0,0,0,0
"Complexity: 4[ 187, 218, 260, 295, 301, 314, 379, 410, 452, 46]",4,0,INTERCAL,183,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #0
DO ,4 <- #187
DO ,5 <- #31
DO ,6 <- #42
DO ,7 <- #35
DO ,8 <- #6
DO ,9 <- #13
DO ,10 <- #65
DO ,11 <- #31
DO ,12 <- #42
DO ,13 <- #17
PLEASE DO ,2 SUB #1 <- ,4
DO ,3 SUB #1 <- ,5
DO ,2 SUB #2 <- ,2 SUB #1 + ,3 SUB #1
DO ,3 SUB #2 <- ,6
DO ,2 SUB #3 <- ,2 SUB #2 + ,3 SUB #2
DO ,3 SUB #3 <- ,7
DO ,2 SUB #4 <- ,2 SUB #3 + ,3 SUB #3
DO ,3 SUB #4 <- ,8
DO ,2 SUB #5 <- ,2 SUB #4 + ,3 SUB #4
DO ,3 SUB #5 <- ,9
DO ,2 SUB #6 <- ,2 SUB #5 + ,3 SUB #5
DO ,3 SUB #6 <- ,10
DO ,2 SUB #7 <- ,2 SUB #6 + ,3 SUB #6
DO ,3 SUB #7 <- ,11
DO ,2 SUB #8 <- ,2 SUB #7 + ,3 SUB #7
DO ,3 SUB #8 <- ,12
DO ,2 SUB #9 <- ,2 SUB #8 + ,3 SUB #8
DO ,3 SUB #9 <- ,13
DO ,2 SUB #10 <- ,2 SUB #9 + ,3 SUB #9
PLEASE READ OUT ,2
PLEASE GIVE UP
```",763,0.5,0,0,0,0,0
"Complexity: 4[ 29, 63, 95, 140, 150, 190, 221, 437, 482, 49]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #1
DO ,2 <- #29
DO ,3 <- #34
DO ,4 <- #32
DO ,5 <- #45
DO ,6 <- #10
DO ,7 <- #40
DO ,8 <- #31
DO ,9 <- #216
DO ,10 <- #45
DO ,11 <- #9
DO ,12 <- #1
DO COME FROM (2)
PLEASE DO ,1 SUB #1 <- ',2
DO ,1 SUB #2 <- ',3
DO ,1 SUB #3 <- ',4
DO ,1 SUB #4 <- ',5
DO ,1 SUB #5 <- ',6
DO ,1 SUB #6 <- ',7
DO ,1 SUB #7 <- ',8
DO ,1 SUB #8 <- ',9
DO ,1 SUB #9 <- ',10
DO ,1 SUB #10 <- ',11
DO ,1 SUB #11 <- ',12
DO COME FROM (1)
(1) DO READ OUT ,1 SUB #1
DO READ OUT ,1 SUB #2
DO READ OUT ,1 SUB #3
DO READ OUT ,1 SUB #4
DO READ OUT ,1 SUB #5
DO READ OUT ,1 SUB #6
DO READ OUT ,1 SUB #7
DO READ OUT ,1 SUB #8
DO READ OUT ,1 SUB #9
DO READ OUT ,1 SUB #10
DO READ OUT ,1 SUB #11
PLEASE GIVE UP
```",701,0.5,0,0,0,0,0
"Complexity: 4[ 3, 11, 84, 144, 156, 177, 188, 199, 229, 28]",4,0,INTERCAL,179,"```intercal
DO ,1 <- #9
DO ,2 <- #2
DO ,3 <- #1
DO ,4 <- #3
DO ,5 <- #11
DO ,6 <- #84
DO ,7 <- #144
DO ,8 <- #156
DO ,9 <- #177
DO ,10 <- #188
DO ,11 <- #199
DO ,12 <- #229
DO ,13 <- #284
DO ,14 <- #0
PLEASE DO ,15 <- #1
DO ,16 <- #10
DO ,17 <- #1
DO ,18 <- #1
DO ,19 <- #1
DO ,20 <- #1
(1) DO ,14 SUB #1 <- ',5
DO ,15 SUB #1 <- ',6
DO ,16 SUB #1 <- ',7
DO ,17 SUB #1 <- ',8
DO ,18 SUB #1 <- ',9
DO ,19 SUB #1 <- ',10
DO ,20 SUB #1 <- ',11
DO ,14 SUB #2 <- ',12
DO ,15 SUB #2 <- ',13
DO COME FROM (2)
(2) PLEASE DO (1000) NEXT
DO (1) NEXT
PLEASE FORGET #1
```",559,0.5,0,0,0,0,0
"Complexity: 4[ 26, 94, 98, 137, 176, 301, 323, 330, 372, 44]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #26
DO ,2 <- #94
DO ,3 <- #98
DO ,4 <- #137
DO ,5 <- #176
DO ,6 <- #301
DO ,7 <- #323
DO ,8 <- #330
DO ,9 <- #372
DO ,10 <- #444
DO COME FROM (10)
DO (1) NEXT
DO .1 <- ',1
PLEASE DO ,1 SUB #1 <- .1
DO .2 <- ',2
PLEASE DO ,2 SUB #1 <- .2
DO .3 <- ',3
PLEASE DO ,3 SUB #1 <- .3
DO .4 <- ',4
PLEASE DO ,4 SUB #1 <- .4
DO .5 <- ',5
PLEASE DO ,5 SUB #1 <- .5
DO .6 <- ',6
PLEASE DO ,6 SUB #1 <- .6
DO .7 <- ',7
PLEASE DO ,7 SUB #1 <- .7
DO .8 <- ',8
PLEASE DO ,8 SUB #1 <- .8
DO .9 <- ',9
PLEASE DO ,9 SUB #1 <- .9
DO .10 <- ',10
PLEASE DO ,10 SUB #1 <- .10
DO WRITE IN ,1
DO WRITE IN ,2
DO WRITE IN ,3
DO WRITE IN ,4
DO WRITE IN ,5
DO WRITE IN ,6
DO WRITE IN ,7
DO WRITE IN ,8
DO WRITE IN ,9
DO WRITE IN ,10
PLEASE GIVE UP
```",743,0.5,0,0,0,0,0
"Complexity: 4[ 39, 81, 88, 210, 215, 378, 416, 430, 439, 49]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #9
DO ,2 <- #81
DO ,3 <- #88
DO ,4 <- #210
DO ,5 <- #215
DO ,6 <- #378
DO ,7 <- #416
DO ,8 <- #430
DO ,9 <- #439
DO ,10 <- #490
DO ,11 <- #0
DO COME FROM (2)
(1) DO ,1 SUB #1 <- #10
DO (1) NEXT
DO ,11 SUB #1 <- #1
DO COME FROM (3)
(2) PLEASE DO ,2 SUB #1 <- #10
DO (2) NEXT
DO ,11 SUB #2 <- #2
DO COME FROM (4)
(3) PLEASE DO ,3 SUB #1 <- #10
DO (3) NEXT
DO ,11 SUB #3 <- #3
DO COME FROM (5)
(4) PLEASE DO ,4 SUB #1 <- #10
DO (4) NEXT
DO ,11 SUB #4 <- #4
DO COME FROM (6)
(5) PLEASE DO ,5 SUB #1 <- #10
DO (5) NEXT
DO ,11 SUB #5 <- #5
DO COME FROM (7)
(6) PLEASE DO ,6 SUB #1 <- #10
DO (6) NEXT
DO ,11 SUB #6 <- #6
DO COME FROM (8)
(7) PLEASE DO ,7 SUB #1 <- #10
DO (7) NEXT
DO ,11 SUB #7 <- #7
DO COME FROM (9)
(8) PLEASE DO ,8 SUB #1 <- #10
DO (8) NEXT
DO ,11 SUB #8 <- #8
DO COME FROM (10)
(9) PLEASE DO ,9 SUB #1 <- #10
DO (9) NEXT
DO ,11 SUB #9 <- #9
DO COME FROM (11)
(10) PLEASE DO ,10 SUB #1 <- #10
DO (10) NEXT
DO ,11 SUB #10 <- #10
DO COME FROM (12)
(11) PLEASE DO .11
DO (11) NEXT
DO RESUME .1
```",1028,0.5,0,0,0,0,0
"Complexity: 4[ 29, 57, 68, 120, 134, 140, 173, 197, 283, 31]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #29
DO ,2 <- #57
DO ,3 <- #68
DO ,4 <- #120
DO ,5 <- #134
DO ,6 <- #140
DO ,7 <- #173
DO ,8 <- #197
DO ,9 <- #283
DO ,10 <- #313
DO ,11 <- #10
DO COME FROM (2)
(1) DO WRITE IN ,1
DO ,1 SUB #1 <- #1
PLEASE DO (1) NEXT
(2) DO WRITE IN ,2
DO ,2 SUB #1 <- #1
PLEASE DO (2) NEXT
(3) DO WRITE IN ,3
DO ,3 SUB #1 <- #1
PLEASE DO (3) NEXT
(4) DO WRITE IN ,4
DO ,4 SUB #1 <- #1
PLEASE DO (4) NEXT
(5) DO WRITE IN ,5
DO ,5 SUB #1 <- #1
PLEASE DO (5) NEXT
(6) DO WRITE IN ,6
DO ,6 SUB #1 <- #1
PLEASE DO (6) NEXT
(7) DO WRITE IN ,7
DO ,7 SUB #1 <- #1
PLEASE DO (7) NEXT
(8) DO WRITE IN ,8
DO ,8 SUB #1 <- #1
PLEASE DO (8) NEXT
(9) DO WRITE IN ,9
DO ,9 SUB #1 <- #1
PLEASE DO (9) NEXT
(10) DO WRITE IN ,10
DO ,10 SUB #1 <- #1
PLEASE DO (10) NEXT
(11) DO WRITE IN ,11
DO ,11 SUB #1 <- #1
PLEASE DO (11) NEXT
PLEASE GIVE UP
```",834,0.2,0,0,0,0,0
"Complexity: 4[ 24, 26, 36, 40, 184, 226, 244, 384, 391, 42]",4,0,INTERCAL,179,"```intercal
DO ,1 <- #1
DO ,2 <- #10
DO ,3 <- #1
DO ,4 <- #1
DO ,5 <- #1
DO ,6 <- #1
DO ,7 <- #1
DO ,8 <- #1
DO ,9 <- #1
DO ,10 <- #1
DO ,11 <- #1
DO ,12 <- #1
DO ,13 <- #1
DO ,14 <- #1
DO ,15 <- #1
DO ,16 <- #1
DO ,17 <- #1
DO ,18 <- #1
DO ,19 <- #1
DO ,20 <- #1
DO ,21 <- #1
DO ,22 <- #1
DO ,23 <- #1
DO ,24 <- #24
DO ,25 <- #26
DO ,26 <- #36
DO ,27 <- #40
DO ,28 <- #184
DO ,29 <- #226
DO ,30 <- #244
DO ,31 <- #384
DO ,32 <- #391
DO ,33 <- #423
PLEASE DO ,1 SUB #1 <- #10
DO ,2 SUB #1 <- #10
DO ,3 SUB #1 <- #10
DO ,4 SUB #1 <- #10
DO ,5 SUB #1 <- #10
DO ,6 SUB #1 <- #10
DO ,7 SUB #1 <- #10
DO ,8 SUB #1 <- #10
DO ,9 SUB #1 <- #10
DO ,10 SUB #1 <- #10
PLEASE READ OUT ,24
PLEASE READ OUT ,25
PLEASE READ OUT ,26
PLEASE READ OUT ,27
PLEASE READ OUT ,28
PLEASE READ OUT ,29
PLEASE READ OUT ,30
PLEASE READ OUT ,31
PLEASE READ OUT ,32
PLEASE READ OUT ,33
PLEASE GIVE UP
```",875,0.2,0,0,0,0,0
"Complexity: 4[ 90, 203, 212, 235, 270, 324, 342, 352, 371, 41]",4,0,INTERCAL,182,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #2
DO ,4 <- #0
DO ,5 <- #3
DO ,6 <- #2
DO ,7 <- #1
DO ,8 <- #2
DO ,9 <- #2
DO ,10 <- #3
DO ,11 <- #5
DO ,12 <- #2
DO ,13 <- #7
DO ,14 <- #0
DO ,15 <- #3
DO ,16 <- #2
DO ,17 <- #4
DO ,18 <- #3
DO ,19 <- #4
DO ,20 <- #2
DO ,21 <- #3
DO ,22 <- #5
DO ,23 <- #2
DO ,24 <- #3
DO ,25 <- #7
DO ,26 <- #1
DO ,27 <- #4
DO ,28 <- #1
DO ,29 <- #7
DO ,30 <- #3
DO ,31 <- #5
DO ,32 <- #2
DO ,33 <- #3
DO ,34 <- #7
DO ,35 <- #1
DO ,36 <- #4
DO ,37 <- #1
DO ,38 <- #7
DO ,39 <- #4
DO ,40 <- #1
DO COME FROM #2
PLEASE DO ,1000 <- #8
DO ,1001 <- #10
DO ,1002 <- #12
DO ,1003 <- #14
DO ,1004 <- #16
DO ,1005 <- #18
DO ,1006 <- #20
DO ,1007 <- #22
DO ,1008 <- #24
DO ,1009 <- #26
DO ,1010 <- #28
DO ,1011 <- #30
DO ,1012 <- #32
DO ,1013 <- #34
DO ,1014 <- #36
DO ,1015 <- #38
DO ,1016 <- #40
DO ,2000 <- #256
DO ,2001 <- #512
DO ,2002 <- #1024
DO ,2003 <- #2048
DO ,2004 <- #4096
DO ,2005 <- #8192
DO ,2006 <- #16384
DO ,2007 <- #32768
DO ,2008 <- #65536
DO ,2009 <- #131072
DO ,2010 <- #262144
DO ,2011 <- #524288
DO ,2012 <- #1048576
DO ,2013 <- #2097152
DO ,2014 <- #4194304
DO ,2015 <- #8388608
DO ,2016 <- #16777216
DO ,1$ <- #1
DO ,2$ <- #3
DO ,3$ <- #5
DO ,4$ <- #7
DO ,5$ <- #9
DO ,6$ <- #11
DO ,7$ <- #13
DO ,8$ <- #15
DO ,9$ <- #17
PLEASE DO READ OUT ,1$
PLEASE DO READ OUT ,2$
PLEASE DO READ OUT ,3$
PLEASE DO READ OUT ,4$
PLEASE DO READ OUT ,5$
PLEASE DO READ OUT ,6$
PLEASE DO READ OUT ,7$
PLEASE DO READ OUT ,8$
PLEASE DO READ OUT ,9$
DO .1 <- #1
```",1489,0.2,0,0,0,0,0
"Complexity: 4[ 20, 48, 95, 234, 282, 296, 352, 402, 428, 48]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #4
DO ,4 <- #8
DO ,5 <- #9
DO ,6 <- #5
DO ,7 <- #2
DO ,8 <- #3
DO ,9 <- #4
DO ,10 <- #2
DO ,11 <- #8
DO ,12 <- #2
DO ,13 <- #2
DO ,14 <- #9
DO ,15 <- #6
DO ,16 <- #3
DO ,17 <- #5
DO ,18 <- #2
DO ,19 <- #4
DO ,20 <- #0
DO ,21 <- #2
DO ,22 <- #4
DO ,23 <- #2
DO ,24 <- #8
DO ,25 <- #4
DO ,26 <- #8
DO ,27 <- #1
PLEASE DO ,28 <- #1
DO ,29 <- #0
DO ,30 <- #0
DO ,31 <- #0
DO ,32 <- #0
DO ,33 <- #0
DO ,34 <- #0
DO ,35 <- #0
DO ,36 <- #0
DO ,37 <- #0
DO ,38 <- #0
DO ,39 <- #0
DO ,40 <- #0
DO ,41 <- #0
DO ,42 <- #0
DO ,43 <- #0
DO ,44 <- #0
DO ,45 <- #0
DO ,46 <- #0
DO ,47 <- #0
DO ,48 <- #0
DO ,49 <- #0
DO ,50 <- #0
DO ,51 <- #0
DO ,52 <- #0
DO ,53 <- #0
DO ,54 <- #0
DO ,55 <- #0
DO ,56 <- #0
DO ,57 <- #0
DO ,58 <- #0
DO ,59 <- #0
DO ,60 <- #0
DO ,61 <- #0
DO ,62 <- #0
DO ,63 <- #0
DO ,64 <- #0
DO ,65 <- #0
DO ,66 <- #0
DO ,67 <- #0
DO ,68 <- #0
DO ,69 <- #0
DO ,70 <- #0
DO ,71 <- #0
DO ,72 <- #0
DO ,73 <- #0
DO ,74 <- #0
DO ,75 <- #0
DO ,76 <- #0
DO ,77 <- #0
DO ,78 <- #0
DO ,79 <- #0
DO ,80 <- #0
DO ,81 <- #0
DO ,82 <- #0
DO ,83 <- #0
DO ,84 <- #0
DO ,85 <- #0
DO ,86 <- #0
DO ,87 <- #0
DO ,88 <- #0
DO ,89 <- #0
DO ,90 <- #0
DO ,91 <- #0
DO ,92 <- #0
DO ,93 <- #0
DO ,94 <- #0
DO ,95 <- #0
DO ,96 <- #0
DO ,97 <- #0
DO ,98 <- #0
DO ,99 <- #0
DO ,100 <- #0
DO ,101 <- #0
DO ,102 <- #0
DO ,103 <- #0
DO ,104 <- #0
DO ,105 <- #0
DO ,106 <- #0
DO ,107 <- #0
DO ,108 <- #0
DO ,109 <- #0
DO ,110 <- #0
DO ,111 <- #0
DO ,112 <- #0
DO ,113 <- #0
DO ,114 <- #0
DO ,115 <- #0
DO ,116 <- #0
DO ,117 <- #0
DO ,118 <- #0
DO ,119 <- #0
DO ,120 <- #0
DO ,121 <- #0
DO ,122 <- #0
DO ,123 <- #0
DO ,124 <- #0
DO ,125 <- #0
DO ,126 <- #0
DO ,127 <- #0
DO ,128 <- #0
DO ,129 <- #0
DO ,130 <- #0
DO ,131 <- #0
DO ,132 <- #0
DO ,133 <- #0
DO ,134 <- #0
DO ,135 <- #0
DO ,136 <- #0
DO ,137 <- #0
DO ,138 <- #0
DO ,139 <- #0
DO ,140 <- #0
DO ,141 <- #0
DO ,142 <- #0
DO ,143 <- #0
DO ,144 <- #0
DO ,145 <- #0
DO ,146 <- #0
DO ,147 <- #0
DO ,148 <- #0
DO ,149 <- #0
DO ,150 <- #0
DO ,151 <- #0
DO ,152 <- #0
DO ,153 <- #0
DO ,154 <- #0
DO ,155 <- #0
DO ,156 <- #0
DO ,157 <- #0
DO ,158 <- #0
DO ,159 <- #0
DO ,160 <- #0
DO ,161 <- #0
DO ,162 <- #0
DO ,163 <- #0
DO ,164 <- #0
DO ,165 <- #0
DO ,166 <- #0
DO ,167 <- #0
DO ,168 <- #0
DO ,169 <- #0
DO ,170 <- #0
DO ,171 <- #0
DO ,172 <- #0
DO ,173 <- #0
DO ,174 <- #0
DO ,175 <- #0
DO ,176 <- #0
DO ,177 <- #0
DO ,178 <- #0
DO ,179 <- #0
DO ,180 <- #0
DO ,181 <- #0
DO ,182 <- #0
DO ,183 <- #0
DO ,184 <- #0
DO ,185 <- #0
DO ,186 <- #0
DO ,187 <- #0
DO ,188 <- #0
DO ,189 <- #0
DO ,190 <- #0
DO ,191 <- #0
DO ,192 <- #0
DO ,193 <- #0
DO ,194 <- #0
DO ,195 <- #0
DO ,196 <- #0
DO ,197 <- #0
DO ,198 <- #0
DO ,199 <- #0
DO ,200 <- #0
PLEASE READ OUT ,1
PLEASE READ OUT ,2
PLEASE READ OUT ,3
PLEASE READ OUT ,4
PLEASE READ OUT ,5
PLEASE READ OUT ,6
PLEASE READ OUT ,7
PLEASE READ OUT ,8
PLEASE READ OUT ,9
PLEASE READ OUT ,10
PLEASE READ OUT ,11
PLEASE READ OUT ,12
PLEASE READ OUT ,13
PLEASE READ OUT ,14
PLEASE READ OUT ,15
PLEASE READ OUT ,16
PLEASE READ OUT ,17
PLEASE READ OUT ,18
PLEASE READ OUT ,19
PLEASE READ OUT ,20
PLEASE READ OUT ,21
PLEASE READ OUT ,22
PLEASE READ OUT ,23
PLEASE READ OUT ,24
PLEASE READ OUT ,25
PLEASE READ OUT ,26
PLEASE READ OUT ,27
PLEASE READ OUT ,28
PLEASE READ OUT ,29
PLEASE GIVE UP
```",3300,0.2,0,0,0,0,0
"Complexity: 4[ 62, 98, 130, 154, 290, 315, 324, 385, 408, 44]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #9
DO ,2 <- #2
DO ,3 <- #4
DO ,4 <- #10
DO ,5 <- #290
DO ,6 <- #315
DO ,7 <- #324
DO ,8 <- #385
DO ,9 <- #408
DO ,10 <- #447
DO ,11 <- #1
DO COME FROM (11)
DO ,11 SUB #1 <- ',11'
DO COME FROM (11)
PLEASE WRITE IN ,1
PLEASE WRITE IN ,2
PLEASE WRITE IN ,3
PLEASE WRITE IN ,4
PLEASE WRITE IN ,5
PLEASE WRITE IN ,6
PLEASE WRITE IN ,7
PLEASE WRITE IN ,8
PLEASE WRITE IN ,9
PLEASE WRITE IN ,10
PLEASE GIVE UP
```",427,0.2,0,0,0,0,0
"Complexity: 4[ 2, 42, 66, 102, 153, 195, 201, 252, 306, 39]",4,0,INTERCAL,179,"```intercal
DO ,1 <- #2
DO ,2 <- #42
DO ,3 <- #66
DO ,4 <- #102
DO ,5 <- #153
DO ,6 <- #195
DO ,7 <- #201
DO ,8 <- #252
DO ,9 <- #306
DO ,10 <- #396
DO ,11 <- #0
DO COME FROM (2)
(1) DO ,1 SUB #1 <- #1
DO COME FROM (3)
(2) PLEASE DO ,2 SUB #1 <- #1
DO COME FROM (4)
(3) DO ,3 SUB #1 <- #1
DO COME FROM (5)
(4) DO ,4 SUB #1 <- #1
DO COME FROM (6)
(5) DO ,5 SUB #1 <- #1
DO COME FROM (7)
(6) DO ,6 SUB #1 <- #1
DO COME FROM (8)
(7) DO ,7 SUB #1 <- #1
DO COME FROM (9)
(8) DO ,8 SUB #1 <- #1
DO COME FROM (10)
(9) DO ,9 SUB #1 <- #1
DO COME FROM (11)
(10) DO ,10 SUB #1 <- #1
DO COME FROM (12)
(11) DO ,11 SUB #1 <- #1
PLEASE DO (1) NEXT
DO READ OUT ,1
DO READ OUT ,2
DO READ OUT ,3
DO READ OUT ,4
DO READ OUT ,5
DO READ OUT ,6
DO READ OUT ,7
DO READ OUT ,8
DO READ OUT ,9
DO READ OUT ,10
PLEASE GIVE UP
```",804,0.2,0,0,0,0,0
"Complexity: 4[ 128, 151, 153, 217, 224, 332, 382, 400, 450, 47]",4,0,INTERCAL,183,"```intercal
DO ,1 <- #9
DO ,2 <- #2
DO ,3 <- #1
DO ,4 <- #0
DO ,5 <- #128
DO ,6 <- #151
DO ,7 <- #153
DO ,8 <- #217
DO ,9 <- #224
DO ,10 <- #332
DO ,11 <- #382
DO ,12 <- #400
DO ,13 <- #450
DO ,14 <- #478
DO ,15 <- #10
DO COME FROM ,2
DO ,1 SUB #1 <- ,1
DO ,2 SUB #1 <- ,5
DO COME FROM ,3
DO ,3 SUB #1 <- ,1
DO ,4 SUB #1 <- ,6
DO COME FROM ,4
DO ,4 SUB #1 <- ,1
DO ,5 SUB #1 <- ,7
DO COME FROM ,5
DO ,5 SUB #1 <- ,1
DO ,6 SUB #1 <- ,8
DO COME FROM ,6
DO ,6 SUB #1 <- ,1
DO ,7 SUB #1 <- ,9
DO COME FROM ,7
DO ,7 SUB #1 <- ,1
DO ,8 SUB #1 <- ,10
DO COME FROM ,8
DO ,8 SUB #1 <- ,1
DO ,9 SUB #1 <- ,11
DO COME FROM ,9
DO ,9 SUB #1 <- ,1
DO ,10 SUB #1 <- ,12
DO COME FROM ,10
DO ,10 SUB #1 <- ,1
DO ,11 SUB #1 <- ,13
DO COME FROM ,11
DO ,11 SUB #1 <- ,1
DO ,12 SUB #1 <- ,14
DO COME FROM ,12
DO ,12 SUB #1 <- ,1
PLEASE READ OUT ,2
PLEASE READ OUT ,4
PLEASE READ OUT ,5
PLEASE READ OUT ,6
PLEASE READ OUT ,7
PLEASE READ OUT ,8
PLEASE READ OUT ,9
PLEASE READ OUT ,10
PLEASE READ OUT ,11
PLEASE READ OUT ,12
DO ,15 <- #1
PLEASE GIVE UP
```",1032,0.2,0,0,0,0,0
"Complexity: 4[ 26, 50, 114, 148, 160, 170, 274, 347, 432, 49]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #9
DO ,2 <- #0
DO ,3 <- #26
DO ,4 <- #24
DO ,5 <- #64
DO ,6 <- #34
DO ,7 <- #12
DO ,8 <- #10
DO ,9 <- #104
DO ,10 <- #73
DO ,11 <- #85
DO ,12 <- #65
PLEASE DO ,1 SUB #1 <- ,3
PLEASE DO ,1 SUB #2 <- ,3 PLUS ,4
PLEASE DO ,1 SUB #3 <- ,1 SUB #2 PLUS ,5
PLEASE DO ,1 SUB #4 <- ,1 SUB #3 PLUS ,6
PLEASE DO ,1 SUB #5 <- ,1 SUB #4 PLUS ,7
PLEASE DO ,1 SUB #6 <- ,1 SUB #5 PLUS ,8
PLEASE DO ,1 SUB #7 <- ,1 SUB #6 PLUS ,9
PLEASE DO ,1 SUB #8 <- ,1 SUB #7 PLUS ,10
PLEASE DO ,1 SUB #9 <- ,1 SUB #8 PLUS ,11
PLEASE DO ,1 SUB #10 <- ,1 SUB #9 PLUS ,12
DO ,13 <- #1
PLEASE DO (1000) NEXT
DO ,14 <- #10
DO ,15 <- #1
DO ,16 <- #1
DO ,17 <- #1
PLEASE DO (1001) NEXT
(1000) PLEASE DO ,13 SUB #1 <- #1
DO (1002) NEXT
(1001) PLEASE DO ,14 SUB #1 <- #1
DO (1002) NEXT
(1002) PLEASE DO ,15 SUB #1 <- #1
PLEASE DO ,16 SUB #1 <- #1
PLEASE DO ,17 SUB #1 <- #1
PLEASE DO .1 <- ',1' SUB #1
PLEASE DO .1 <- ',1' SUB #2
PLEASE DO .1 <- ',1' SUB #3
PLEASE DO .1 <- ',1' SUB #4
PLEASE DO .1 <- ',1' SUB #5
PLEASE DO .1 <- ',1' SUB #6
PLEASE DO .1 <- ',1' SUB #7
PLEASE DO .1 <- ',1' SUB #8
PLEASE DO .1 <- ',1' SUB #9
PLEASE DO .1 <- ',1' SUB #10
PLEASE GIVE UP
```",1157,0.2,0,0,0,0,0
"Complexity: 4[ 48, 94, 176, 177, 219, 276, 282, 283, 459, 48]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #48
DO ,2 <- #94
DO ,3 <- #176
DO ,4 <- #177
DO ,5 <- #219
DO ,6 <- #276
DO ,7 <- #282
DO ,8 <- #283
DO ,9 <- #459
DO ,10 <- #488
DO COME FROM (2)
DO (1) NEXT
DO ,11 <- #10
DO ,12 <- #0
PLEASE DO ,12 SUB #1 <- #1
DO (1000) NEXT
DO ,12 SUB #1 <- ',1
DO (1001) NEXT
DO ,12 SUB #2 <- ',2
DO (1002) NEXT
DO ,12 SUB #3 <- ',3
DO (1003) NEXT
DO ,12 SUB #4 <- ',4
DO (1004) NEXT
DO ,12 SUB #5 <- ',5
DO (1005) NEXT
DO ,12 SUB #6 <- ',6
DO (1006) NEXT
DO ,12 SUB #7 <- ',7
DO (1007) NEXT
DO ,12 SUB #8 <- ',8
DO (1008) NEXT
DO ,12 SUB #9 <- ',9
DO (1009) NEXT
DO ,12 SUB #10 <- ',10
DO (1010) NEXT
DO (1) NEXT
PLEASE GIVE UP
```",641,0.2,0,0,0,0,0
"Complexity: 4[ 139, 252, 272, 281, 304, 361, 370, 415, 438, 50]",4,0,INTERCAL,183,"```intercal
DO ,1 <- #9
DO ,2 <- #2
DO ,3 <- #0
DO ,4 <- #139
DO ,5 <- #113
DO ,6 <- #20
DO ,7 <- #9
DO ,8 <- #23
DO ,9 <- #57
DO ,10 <- #9
DO ,11 <- #45
DO ,12 <- #23
DO ,13 <- #62
PLEASE DO ,1 SUB #1 <- #10
DO ,2 SUB #1 <- #11
DO ,3 SUB #1 <- #12
DO ,4 SUB #1 <- #13
DO COME FROM #1
PLEASE DO ,4 SUB #1 <- ',4 SUB #1 + ',5
DO ,5 SUB #1 <- ',5 + ',6
DO ,6 SUB #1 <- ',6 + ',7
DO ,7 SUB #1 <- ',7 + ',8
DO ,8 SUB #1 <- ',8 + ',9
DO ,9 SUB #1 <- ',9 + ',10
DO ,10 SUB #1 <- ',10 + ',11
DO ,11 SUB #1 <- ',11 + ',12
DO ,12 SUB #1 <- ',12 + ',13
DO ,13 SUB #1 <- ',13 + ',2
DO WRITE IN ,4
DO WRITE IN ,4 SUB #1
DO WRITE IN ,4 SUB #2
DO WRITE IN ,4 SUB #3
DO WRITE IN ,4 SUB #4
DO WRITE IN ,4 SUB #5
DO WRITE IN ,4 SUB #6
DO WRITE IN ,4 SUB #7
DO WRITE IN ,4 SUB #8
DO WRITE IN ,4 SUB #9
PLEASE GIVE UP
```",802,0.2,0,0,0,0,0
